MOF,CO2 loading (mol/kg),CH4 loading (mol/kg),CO2 error (mol/kg),CH4 error (mol/kg),Selectivity (CO2),Selectivity error,TSN,LOG10 TSN,logS error,TSN error,logS,TSN Class,PLD,LCD,Density (g/cc),VSA (m2/cc),GSA (m2/g),VF,PV (cc/g),K0_CH4,K0_CO2,K0_H2S,K0_H2O,DC_CH4,DC_CO2,DC_H2S,P_CH4,P_CO2,P_H2S,Qst_CH4,Qst_CO2,Qst_H2S,Qst_H2O,Maximum Dimensions
ABEXEM_stripped.cif,4.184146684,0.049489637,0.059943581,0.008846699,84.54591515,15.16176879,8.063238236,0.906509492,0.077882799,0.345741793,1.927092629,LOW,4.13235,4.82182,1.76082,660.061,374.86,0.48976,0.278143,5.46E-06,0.00124979,0.000742061,544536,0.000217781,1.62E-05,7.75E-05,624673.0526,10650787.97,30234434.55,-18.92007978,-45.02150079,-36.721178,-103.1752435,3
ABEXIQ_stripped.cif,4.303340064,0.021569931,0.029570708,0.002535768,199.5064353,23.49407517,9.897496712,0.995525366,0.051142948,0.230354444,2.299956909,LOW,4.07988,4.80036,1.7876,605.013,338.45,0.48434,0.270944,5.37E-06,0.0453272,0.00322502,4.75E+12,0.000211295,6.22E-06,4.02E-05,605288.9392,150385087.6,69201804.89,-19.09198355,-56.68826776,-42.23906258,-145.9090397,3
ABEXOW_stripped.cif,4.25559579,0.021081938,0.028441812,0.001810149,201.8597972,17.38462393,9.809360364,0.991640689,0.037402427,0.172142531,2.305049833,LOW,4.04136,4.77169,1.81243,582.737,321.522,0.47998,0.264826,5.45E-06,0.018944,0.00242818,1.59E+12,0.000232171,4.10E-06,4.87E-05,684079.1343,42010078.49,63967598.3,-19.26808809,-53.77109701,-41.24972228,-142.7328952,3
ABEXUC_stripped.cif,4.198856446,0.019478501,0.025319458,0.003235362,215.5636377,35.82851793,9.798348546,0.991152884,0.072183453,0.308793345,2.333575504,LOW,4.00936,4.74433,1.84813,545.161,294.98,0.47022,0.25443,5.45E-06,0.0785289,0.00336752,3.76E+11,0.000217329,4.35E-06,2.88E-05,653785.8319,188367829.9,53526924.17,-19.47556964,-56.40355958,-42.66980787,-139.0538532,3
ABEYAJ_stripped.cif,4.090931921,0.020970424,0.040942803,0.009965895,195.0810285,92.73003421,9.369113799,0.971698514,0.206438025,0.849713499,2.290215037,LOW,3.9636,4.73009,1.90641,528.163,277.047,0.47562,0.249485,5.26E-06,0.00194325,0.001221,252347000,0.000195277,1.93E-05,3.47E-05,584413.6927,21397063.15,24124610.84,-19.64283406,-46.71507818,-39.22110304,-121.7596418,3
ABEYEN_stripped.cif,3.980060206,0.027220369,0.048178285,0.008790393,146.2162484,47.25141239,8.616812979,0.935346667,0.140347108,0.568245033,2.164995637,LOW,3.93514,4.7052,1.9293,493.973,256.038,0.47284,0.245084,5.28E-06,0.00187923,0.00137002,297990000,0.000113274,1.45E-05,3.05E-05,344500.4601,15698048.93,24027059.29,-19.80525223,-47.45896123,-39.85568203,-122.290767,3
ABEYIR_stripped.cif,3.73286247,0.049331718,0.052267679,0.007069137,75.66860816,10.89480175,7.013734071,0.845949295,0.062529924,0.253233832,1.878915746,LOW,3.92207,4.69565,1.96962,462.266,234.698,0.46872,0.237975,5.25E-06,0.000212918,0.000570306,9232.08,0.000116167,5.91E-05,3.70E-05,358815.526,7393069.145,12403372.96,-19.93265672,-37.17270107,-36.69801186,-95.31071079,3
ABIYIV_stripped.cif,6.285969661,0.637037802,0.146521562,0.06347519,9.867498663,1.009753519,6.249555518,0.79584913,0.044441899,0.315060006,0.994207076,LOW,3.88376,5.72695,1.12318,1209.04,1076.44,0.55944,0.498084,1.50E-05,0.000324698,0.000493205,2.07289,0.000172278,7.10E-05,5.36E-05,863873.9964,7732629.42,8860297.259,-18.78734133,-33.5873905,-30.8977966,-62.08742562,3
ABUWOJ_stripped.cif,8.964929774,0.193213848,0.190406717,0.014669599,46.39900235,3.658047345,14.94013295,1.174354462,0.034239309,0.441484538,1.666508643,HIGH,4.03039,5.07969,1.15833,1027.24,886.83,0.61912,0.534495,1.82E-05,0.00494891,0.0209659,1926.48,0.000396388,3.88E-05,1.68E-05,2497914.368,66447223.36,122073307.1,-19.61994847,-42.39994051,-44.77896143,-80.28341605,3
ACAJOF_stripped.cif,3.115642988,0.886415416,0.067557654,0.025366822,3.514879065,0.126199284,1.700861869,0.230669045,0.015593041,0.060995166,0.545910387,LOW,6.10482,6.86398,1.21871,961.577,789.01,0.51108,0.41936,1.16E-05,2.50E-05,0.000149668,3.43E-06,0.000158789,0.000140311,5.87E-05,668600.3973,1278401.73,3193988.557,-19.10190221,-23.29589537,-28.73373544,-19.28129708,3
ACIBEU_stripped.cif,6.586743636,0.45426538,0.069630187,0.015289577,14.49977024,0.511535693,7.64958797,0.883638043,0.015321424,0.129320447,1.16136112,LOW,4.90175,5.78785,1.24804,1640.57,1314.52,0.5775,0.462726,1.24E-05,0.000146189,0.000206993,0.0765399,0.001258101,0.000323198,0.000327295,5790984.25,17602225.66,25239358.88,-16.60765137,-28.52633427,-26.56421681,-54.34195087,2
ACOFUU_stripped.cif,6.978194948,1.594060447,0.136654805,0.036851796,4.377622543,0.132631797,4.474685951,0.65076256,0.013158114,0.126923638,0.641238312,LOW,6.66394,7.99495,0.873813,1990.35,2277.77,0.69788,0.798661,5.49E-06,1.32E-05,3.61E-05,7.89E-06,0.000929047,0.000579937,0.000474385,1330018.815,1991584.975,4470505.688,-13.15899746,-17.32245691,-20.48775065,-19.780906,2
ACOQEP_stripped.cif,5.288093178,0.373784103,0.096588671,0.013562255,14.14745342,0.57469413,6.084893924,0.784253012,0.017641796,0.145106681,1.150678273,LOW,4.00349,4.89609,1.50065,651.372,434.059,0.5448,0.363042,6.65E-06,0.00297395,0.000116778,65243400,0.000253455,2.74E-05,0.000196625,754477.8618,36479660.74,10285722.77,-19.05126061,-53.64922214,-28.29562323,-115.9752998,2
ADASOP_stripped.cif,14.09799248,2.029870451,0.27715405,0.048042055,6.945267113,0.213687888,11.86612454,1.074308902,0.013362117,0.299841707,0.841688953,HIGH,6.68612,18.03956,0.63164,2116.69,3351.1,0.77226,1.22263,1.01E-05,0.000115912,0.00012888,0.0641159,0.001141709,0.000229966,0.000511702,2168807.861,5025934.411,12434483.68,-14.10586841,-28.7001285,-24.31033647,-50.95151014,3
ADATAC_stripped.cif,9.612935266,2.514492321,0.084393975,0.01973189,3.823012377,0.045016536,5.598628332,0.748081638,0.005113882,0.069516337,0.582405704,LOW,10.27339,26.34279,0.337271,1730.68,5131.43,0.87048,2.58095,7.12E-06,3.68E-05,4.96E-05,0.114125,0.00159479,0.000412973,0.000609001,1143372.394,1530077.632,3043881.647,-11.47776001,-21.88124164,-21.18074604,-51.40084408,3
ADAXIO_stripped.cif,3.46172853,0.689402087,0.108497449,0.03496246,5.021349075,0.299360347,2.426050021,0.384899751,0.025891557,0.117537716,0.700820414,LOW,5.00855,5.72682,1.28062,930.522,726.621,0.49644,0.387657,3.57E-05,0.000105954,0.000422176,2.89E-06,0.000223406,8.98E-05,0.000157277,3045884.176,3637934.654,25382525.13,-21.42485551,-25.86621032,-28.37423849,-15.14266821,3
ADIQEL_stripped.cif,4.067373542,1.417888914,0.144989819,0.150050355,2.868612273,0.320335241,1.861522382,0.269868262,0.048497257,0.208118869,0.457671852,LOW,3.91364,4.43355,1.23763,470.121,379.855,0.48232,0.389712,0.0002276,0.000925476,0.00762454,8.99E-06,8.00E-05,0.000237759,2.64E-05,6730965.309,81291904.13,74373397.93,-29.07331255,-35.66615785,-38.98994706,-19.80859806,3
