,MOF,CO2 loading (mol/kg),CH4 loading (mol/kg),CO2 error (mol/kg),CH4 error (mol/kg),SC CO2 loading (mol/kg),SC CH4 loading (mol/kg),SC CO2 error (mol/kg),SC CH4 error (mol/kg),Selectivity (CO2),Selectivity error,TSN,LOG10 TSN,logS error,TSN error,logS,TSN Class,PLD,PLD log10,LCD,LCD log10,Density (g/cc),VSA (m2/cc),GSA (m2/g),VF,PV (cc/g),PV (cc/g) log10,K0_CH4,K0_CH4 log10,K0_CO2,K0_CO2 log10,K0_H2S,K0_H2S log10,K0_H2O,K0_H2O log10,DC_CH4,DC_CH4 log10,DC_CO2,DC_CO2 log10,DC_H2S,DC_H2S log10,P_CH4,P_CH4 log10,P_CO2,P_CO2 log10,P_H2S,P_H2S log10,Qst_CH4,Qst_CO2,Qst_H2S,Qst_H2O,Maximum Dimensions
1366,OLUCAZ_stripped.cif,4.7465897345,0.3822512594,0.2373399287,0.0511651628,5.5583414961,2.3082336869,0.070466982,0.0436924765,12.41746002864837,1.774290578600347,5.192924718570341,0.7154120267070392,0.06205492957507298,0.3926593759571203,1.094032770691389,HIGH,5.18184,0.7144839991187616,5.78335,0.7621794759745388,1.16161,785.634,676.334,0.5026,0.432676,-0.3638371939083652,1.34e-05,-4.872895201635193,7.44e-05,-4.128427064454121,0.000173181,-3.7614997569363875,0.0046326,-2.334175197161909,0.000472464,-3.3256312775187027,0.000130757,-3.8835350521356564,0.000179164,-3.7467492500979938,2191704.764,6.340782051636585,3374238.659,6.528175796872301,10758892.47,7.0317675669694335,-18.99997084,-28.05115233,-27.1894332,-51.1077983,3
1367,OMABEL_stripped.cif,3.5577048208,0.6144013298,0.0456475448,0.0393492799,4.5140346143,3.1888173523,0.0568669235,0.0499255653,5.790522657166294,0.3782224558370145,2.713524670378609,0.43353377438079493,0.02836702923502514,0.1067582308079709,0.7627177652609287,LOW,4.92045,0.6920048230071852,7.328,0.864985460659794,1.38757,922.675,664.957,0.53908,0.388506,-0.41060226966417407,7.2e-05,-4.142667503568732,0.000363804,-3.439132530208276,0.00201843,-2.694986307507509,6.21e-06,-5.20690839982342,9.58e-06,-5.018634490921456,1.28e-05,-4.892790030352131,1.68e-05,-4.774690718274138,285754.7313,5.455993429830124,1929677.862,6.285484814483029,14046073.39,7.147554933252186,-27.69403563,-34.2682641,-37.2018397,-20.08704877,3
1368,ONIXOZ_stripped.cif,8.9402553872,1.2993993458,0.0469175125,0.0420589121,12.1881743205,6.2139611329,0.0700680389,0.0907143053,6.880298513384091,0.2256093345441681,7.48842300850567,0.8743903689927318,0.01424079040579371,0.1332434209460568,0.8376072812446771,HIGH,9.18927,0.9632810121952342,9.94388,0.9975558747192396,1.00018,1781.66,1781.35,0.67382,0.6737,-0.1715334526473217,1.86e-05,-4.730487055782084,0.000101279,-3.9944805954055704,0.00017331,-3.761176377738925,3.24e-05,-4.489454989793388,0.000249652,-3.602664950396035,0.000208059,-3.6818134932053392,0.000119465,-3.9227593125676234,1385313.576,6.141548090304531,6291294.967,6.7987400475339745,6181573.828,6.791099060493081,-18.2038497,-26.50434328,-25.23262396,-26.44755452,3
1369,ONULOA_stripped.cif,4.5504594551,0.6539541673,0.1028142574,0.0374717153,5.5318382068,4.1040677839,0.1608430003,0.0691327459,6.958376722160236,0.4285939441397991,3.833798210100285,0.5836292502879351,0.0267499148650979,0.1493993686982976,0.8425079374794767,LOW,4.53426,0.656506419479922,6.95809,0.8424900418663828,1.13212,861.116,760.626,0.50894,0.449548,-0.3472239301327991,4.34e-05,-4.36251027048749,0.000162742,-3.788500351093099,0.000588064,-3.23057540634851,3.56e-06,-5.448550002027125,0.000242995,-3.614402662594075,0.00017418,-3.7590017137846825,0.00012406,-3.9063682231710524,3566395.464,6.552229498769344,9579565.293,6.981345801861967,24654887.05,7.391903017263664,-22.41841315,-27.72660916,-30.01447953,-16.07063323,3
1370,OPAWOT_stripped.cif,7.8572987204,3.294725103,0.121393582,0.0425016476,17.5851070709,6.575074286,0.521308654,0.1708839759,2.384811623053336,0.04799953918757891,2.96576945733137,0.47213738833084906,0.008741124372907418,0.08256321296536297,0.3774540796866113,LOW,11.96639,1.0779631529509417,19.65708,1.2935190051506604,0.368208,1739.74,4724.89,0.83996,2.28121,0.3581652667072553,7.61e-06,-5.118615343229427,1.52e-05,-4.818156412055227,2.58e-05,-4.58838029403677,3.15e-06,-5.501689446210399,0.001577766,-2.801957406984924,0.000811371,-3.0907805188957416,0.000697121,-3.1566918344249464,1320519.834,6.120744928626673,1353638.623,6.131502737477212,1978477.929,6.296331209837339,-11.11535839,-14.86890461,-16.04478449,-8.434861036,3
1371,OPIPOT_stripped.cif,2.1700469096,0.6848522074,0.0510108127,0.0563617745,2.820893134,2.7825770032,0.044330428,0.0865453128,3.168635343731244,0.271200446613709,1.086916304530241,0.036196103534219155,0.03717084633517272,0.0846122518522328,0.5008722621257022,LOW,4.04808,0.6072490866418319,4.60112,0.6628635600759726,1.41467,499.121,352.818,0.4321,0.305442,-0.515071245229481,5.39e-05,-4.268411234813262,0.000184983,-3.732868181572296,0.00102922,-2.9874917830862104,2.86e-06,-5.543633966870957,0.000153111,-3.814993607030736,0.000243562,-3.61339046841043,0.000104403,-3.981287021786568,3482747.012,6.541921928296067,19026150.93,7.279350937580824,45376407.23,7.656830106754847,-25.80551888,-30.80844806,-33.8809842,-17.43007272,3
1372,OPIXUI_stripped.cif,7.0724270828,1.0160437052,0.0809505472,0.0181847374,9.3632535146,4.1148680625,0.1371344671,0.0631239381,6.9607508482205,0.1478784132767737,5.959623745228671,0.7752188418662289,0.009226415408206972,0.09439836495981843,0.842656088985683,HIGH,5.49258,0.7397763911829948,8.41938,0.925280111393624,1.03412,1672.76,1617.56,0.64074,0.619599,-0.20788929184057914,6.97e-06,-5.15676722190199,2.86e-05,-4.543633966870957,8.15e-05,-4.088842391260023,0.00137567,-2.8614857335186317,0.000986605,-3.0058566879141098,0.000365538,-3.4370674686856644,0.000405369,-3.3921494664069773,2122251.198,6.326796787411042,3230478.102,6.5092668014935695,10203560.88,7.008751760061579,-14.97216029,-22.34054043,-24.41454342,-47.31882335,3
1373,OPIZAP_stripped.cif,2.8487007376,0.4350848179,0.0647118814,0.0201393681,3.4557166286,2.8140428201,0.0930554269,0.0236069656,6.547460679850122,0.337600353128476,2.324747469291209,0.3663757836131384,0.02239310438373531,0.0828141240654095,0.8160728989910621,LOW,4.6042,0.6631541805115854,5.09684,0.7073010004304262,1.23135,610.09,495.462,0.45456,0.369154,-0.43279242138071194,6.99e-05,-4.1555228242543185,0.000270539,-3.567770119600259,0.00120366,-2.9194961716967938,2.86e-06,-5.543633966870957,0.000507407,-3.294643545706319,0.000247036,-3.6072397533715264,0.000355483,-3.4491811633807004,13035111.96,7.115114765723096,24565554.08,7.39032656416279,157274683.8,8.196658820710942,-24.8247518,-30.14837832,-32.62643311,-15.89531096,2
1374,OPOBIF_stripped.cif,0.7833358498,0.1133777625,0.0318286569,0.0087937986,0.9779986769,0.6926380091,0.0825717916,0.0099779873,6.909078398861505,0.6049618859480704,0.6575478736259032,-0.18207262231398694,0.03802701223832181,0.04001438798967834,0.8394201207487021,LOW,5.33428,0.7270758083661144,6.22482,0.7941267976734806,1.69049,283.286,167.576,0.41342,0.244557,-0.6116199017739408,1.31e-05,-4.882728704344236,4.2378e-05,-4.372859543365189,0.000177631,-3.7504812392664033,9.95e-06,-5.002176919254275,0.001397379,-2.854685787668658,0.000482728,-3.316297509772945,0.000606415,-3.2172300647363934,9209198.488,6.964221833520818,10323124.36,7.013811159205017,54357107.74,7.735256340518605,-22.23848521,-26.72404055,-29.42193437,-33.3121698,3
1375,OQANIE_stripped.cif,6.0051589027,0.9644224519,0.0865352476,0.0378744836,7.6690211514,4.6237551783,0.1070728903,0.0250868279,6.226689238589676,0.2604749065360479,4.769640644611368,0.678485659555552,0.01816740971779937,0.1289433871400939,0.7942571915069347,LOW,4.1602,0.619114209667246,7.69934,0.8864534983357173,1.08482,1027.76,947.398,0.58028,0.534908,-0.27172090681637917,8.19e-05,-4.086716098239582,0.000341424,-3.4667059539265623,0.00177237,-2.7514456096586626,0.00011225,-3.9498136503246393,9.6e-05,-4.017728766960432,4.4e-05,-4.356547323513813,1.37e-05,-4.863279432843593,2548568.634,6.4062963338109755,4862646.993,6.686872742824023,7877791.6,6.896404487749188,-26.53091539,-32.26074927,-35.54161303,-36.67486209,3
1376,OQETEK_stripped.cif,8.3474170032,1.4706325107,0.1145654595,0.0181518091,11.9737023618,4.9414926265,0.2681802623,0.0840170544,5.676072671089496,0.1047712070272936,6.294352655005985,0.798951071566172,0.00801638028809152,0.1092731479179424,0.7540479471186154,HIGH,8.86311,0.9475861393637331,9.22928,0.9651678219117614,0.986231,1980.0,2007.64,0.69844,0.708191,-0.14984959674646667,1.04e-05,-4.982966660701219,5.44e-05,-4.2644011003018205,7.19e-05,-4.1432711096171175,0.00765971,-2.1157876726368343,0.000325935,-3.4868690010239405,0.000223904,-3.6499381477679536,0.000168979,-3.7721672643260042,995007.9855,5.997826566217754,3585537.687,6.554554291659971,3578930.461,6.5537532600839485,-16.74172878,-25.14792162,-23.16943127,-50.28162494,3
1377,OQIQEM_stripped.cif,3.2198474085,0.1972764592,0.0407861246,0.0082969824,3.6693662093,2.1613937669,0.0877499938,0.0184610587,16.3214983762239,0.7169022870191966,3.904902227328721,0.5916101642918836,0.01907586547138393,0.07886222869013941,1.212760026149146,LOW,4.49489,0.6527190680430955,5.45055,0.7364403279487873,1.84745,854.6,462.584,0.49794,0.269528,-0.5693961113164411,2.08e-05,-4.681936665037238,0.00192145,-2.716370912269954,0.00131135,-2.882281379414407,8.10261,0.9086249356707681,0.001004032,-2.998252445356385,2.8e-05,-4.552841968657781,0.000164141,-3.7847829250424243,11512338.8,7.061163562096491,29636844.24,7.4718319576703385,118703558.8,8.074463739544596,-21.22076787,-42.61202682,-34.90803114,-71.29500369,3
1378,OQIQIQ_stripped.cif,3.7769481605,0.1638161349,0.0551389525,0.0171859627,4.2133860027,2.2271129008,0.0491540376,0.0259949165,23.05602047567294,2.442115710519233,5.147165840717593,0.7115681613623159,0.04600088633538507,0.1892960980371021,1.362784349159879,HIGH,4.58329,0.6611773373702886,5.6202,0.7497517706137026,1.81543,897.797,494.536,0.50516,0.278259,-0.5555507799595585,2.05e-05,-4.688246138944246,0.00793545,-2.100428440430809,0.00253199,-2.596538013881142,2807.93,3.4483862768934284,0.001044463,-2.9811069402508785,2.66e-05,-4.575118363368933,0.000110217,-3.9577514142248753,11603640.84,7.064594277902077,114597406.1,8.059174787533589,151232245.6,8.179644400907717,-20.92401114,-47.70720216,-37.53520606,-86.16684179,3
1379,OQIQUB_stripped.cif,3.8595916108,0.4888654908,0.1180974153,0.0367332278,4.7695898048,3.3591058681,0.1259477746,0.0202813992,7.894997056315025,0.6405292701866482,3.463412144670478,0.5395041754956676,0.03523476013421309,0.1724078165467373,0.8973519724157025,LOW,4.95298,0.6948665743165617,7.63908,0.883041058185374,1.09494,671.806,613.556,0.52056,0.475424,-0.32291889832412696,2.02e-05,-4.694648630553377,0.000150936,-3.8212071635598464,0.000657308,-3.182231081952536,0.00154086,-2.812236818769921,8.8e-05,-4.055517327849832,5.33e-05,-4.273272790973428,1.94e-05,-4.7121982700697735,579414.7126,5.7629895186894045,2627777.326,6.4195885609689025,4168552.964,6.619985323843563,-21.31103471,-33.34788043,-34.924187,-48.69422149,3
1380,OREFIC_stripped.cif,6.0728924657,1.3561078471,0.1521506698,0.0651106557,9.3603747353,4.6036068935,0.2161944459,0.0272183315,4.478178102638898,0.242523172940177,3.954068555763719,0.5970441948541781,0.02351993898579428,0.1738261882246637,0.651101362011018,LOW,6.27748,0.7977853377284926,12.80994,1.1075470955737308,0.939893,1572.18,1672.72,0.65658,0.698569,-0.15579069071047827,1.2e-05,-4.920818753952375,3.4334e-05,-4.464275597193801,8.8e-05,-4.055517327849832,2.52e-06,-5.598599459218456,0.000493449,-3.306757726810219,0.000256091,-3.591605684003334,0.000186185,-3.7300553108930146,1661805.11,6.220580090077161,2466903.377,6.392152139494799,4598265.571,6.662594050162751,-17.35209366,-22.14274113,-23.93427583,-13.69062668,3
1381,ORIVOC_stripped.cif,8.7248203016,0.4847710245,0.0776251336,0.0171550128,10.0400724939,4.0430027855,0.1022266414,0.03845485,17.99781723876527,0.6567251862727157,10.95156752032743,1.039476285085404,0.01584703971272754,0.1691461847375485,1.255219837401016,HIGH,10.86071,1.0358582174262203,11.63718,1.0658477518931624,1.22978,1469.35,1194.81,0.65838,0.535366,-0.27134921342785795,5.81e-06,-5.235823867609669,0.000256614,-3.5907196536630073,0.000177865,-3.749909503306266,0.0691782,-1.1600307424118215,0.000663235,-3.1783325634201063,0.000127278,-3.8952466576527076,0.000101723,-3.9925808401574248,1414280.081,6.150535424727898,11989885.15,7.078815023052131,6641897.946,6.822292198297965,-14.34857751,-32.344711,-28.93112635,-52.6663265,3
1382,ORIVUI_stripped.cif,9.1327994818,0.5715954666,0.065088661,0.0183663589,10.6203170287,4.1005486442,0.0620336473,0.019227339,15.97773253193257,0.5258693456081401,10.99146250877218,1.0410554828903602,0.0142937775772158,0.1522421395031737,1.203515146771388,HIGH,10.98212,1.0406861848708173,11.75162,1.0700977396770837,1.19792,1466.21,1223.97,0.65036,0.542907,-0.26527455870944333,5.54e-06,-5.2564902352715706,0.000144872,-3.839015544277256,9.14e-05,-4.039053804266168,0.0416149,-1.3807511446331082,0.001177214,-2.9291445817010433,0.000127381,-3.894895346023625,0.000210636,-3.6764674011219944,2332761.679,6.367870372406255,6598910.777,6.819472256363559,6883640.684,6.837818192708871,-13.86744619,-30.21571302,-25.80818304,-49.56538505,3
1383,ORIWAP_stripped.cif,9.5015057901,0.5538079438,0.0832199789,0.0093076123,10.9234886631,3.8864278889,0.0929993006,0.0590696876,17.15668021102156,0.3251514802721015,11.72897473303187,1.0692600507133718,0.008230700341091194,0.1291093532293539,1.234433256384768,HIGH,11.03919,1.0429372082268855,11.38313,1.0562616956990591,1.18039,1430.04,1211.49,0.63408,0.537177,-0.2698825905433865,5.14e-06,-5.289036881004725,0.000264291,-3.5779176258084626,0.00013506,-3.8694732546158366,0.60692,-0.21686855084942042,0.000878588,-3.0562147327453775,8.32e-05,-4.079876673709276,0.000102032,-3.9912636003568203,1592469.54,6.202071134108529,7746627.488,6.88911267255434,4855615.609,6.68624429884607,-13.63161361,-32.61460328,-28.02931079,-57.52549687,3
1384,ORIWET_stripped.cif,9.7516673121,0.518923226,0.080141727,0.0123628778,11.2728072091,3.5469428832,0.0543922593,0.0270714083,18.79211957280941,0.4735940098253201,12.42338784502831,1.0942400436480535,0.01094497426608392,0.1477017055082241,1.273975767160679,HIGH,11.05992,1.0437519855867439,11.42802,1.0579709917633864,1.09098,1434.57,1314.93,0.63804,0.58483,-0.23297035749294293,4.43e-06,-5.3535962737769305,0.000827682,-3.0821364895101975,0.000269509,-3.569426727378639,62.6724,1.7970763260514802,0.000900406,-3.0455616196708406,5.16e-05,-4.287350298372789,4.43e-05,-4.3535962737769305,1298261.559,6.113362198001211,13921029.48,7.143671353158959,3890316.809,6.589984969654266,-13.08127094,-37.05376803,-31.47315311,-67.57321054,3
1385,OSILOS_stripped.cif,0.9323232831,0.4255791314,0.025073382,0.0116140571,1.424943644,1.2664082026,0.010991172,0.0109876214,2.190716636017835,0.08393623365747076,0.3175364499765077,-0.498206414891487,0.01663978011115299,0.01770872842505888,0.3405862062359855,LOW,4.68903,0.6710830113254943,4.75902,0.6775175299450878,1.75409,341.496,194.686,0.39118,0.22301,-0.6516756622996128,1.24e-05,-4.906578314837765,2.31e-05,-4.636388020107856,0.000141661,-3.8487496967960717,5.93e-07,-6.226945306635737,0.001248491,-2.9036145840009997,0.000266249,-3.574712014709253,0.000631503,-3.1996245819568676,8112482.774,6.90915378763096,3226409.854,6.5087195354102025,46841715.61,7.6706327930252485,-22.21931151,-25.38586197,-28.66424263,-13.21234485,3
1386,OSIWOD01_stripped.cif,1.0367837946,0.3257958031,0.0276225566,0.0293959647,1.3340891469,1.3417441363,0.0175602458,0.011821056,3.182311695653639,0.2993902682201858,0.5212354996938565,-0.28296601353480433,0.0408582043051112,0.04457930786739921,0.5027427149311816,LOW,4.04173,0.6065672979406225,4.6048,0.6632107722565111,1.9832,237.435,119.723,0.43722,0.220461,-0.6566682269800143,1.65e-05,-4.782516055786093,9.67e-05,-4.014573525916998,0.000413314,-3.383719883806676,3.77e-06,-5.423658649794207,0.000564164,-3.2485946301625197,6.29e-05,-4.201349354554731,0.000176508,-3.7532356059865344,5513998.057,6.741466608734875,3600606.797,6.5563756969844365,43188350.03,7.63536661255516,-24.78373973,-33.06228643,-34.04441282,-22.58896465,3
1387,OSIXEU_stripped.cif,1.0217802197,0.2875497944,0.0174813404,0.0164789009,1.2833299456,1.3142460935,0.0264717453,0.0298894402,3.553402713544072,0.2125194390373675,0.5626375863107084,-0.2497712586939479,0.02597398243641502,0.02823146618438937,0.5506444296562147,LOW,3.95282,0.5969070382775514,4.49015,0.6522608494853177,1.97236,208.347,105.633,0.43954,0.22285,-0.6519873615778048,1.69e-05,-4.772113295386326,0.000110131,-3.9580904173230667,0.000488867,-3.3108092779368374,4.95e-06,-5.305394801066432,0.000184859,-3.7331594006213704,5.2e-05,-4.2839966563652006,7.41e-05,-4.130181792020672,1844222.273,6.265813262769637,3374944.102,6.528266584161418,21337095.72,7.329135305500108,-25.09218887,-34.15737771,-34.90772033,-23.72324467,3
1388,OSIXIY_stripped.cif,1.0156589518,0.2751029893,0.0289851355,0.0280741071,1.2690379085,1.2856569126,0.0119314302,0.0247865431,3.69192263008245,0.3912135339823964,0.5761351721234402,-0.23947561098618197,0.04601989155190684,0.0495480734012981,0.5672525911403483,LOW,3.94809,0.5963870442148897,4.4591,0.6492472119686276,1.99203,194.172,97.4744,0.43936,0.220559,-0.6564752159604367,1.66e-05,-4.779891911959945,0.000111585,-3.952394182235937,0.000479293,-3.3193989137655104,4.55e-06,-5.341988603342887,0.000202507,-3.6935599600600275,5.12e-05,-4.29073003902417,6.72e-05,-4.172630726946175,1998921.816,6.300795807853082,3394988.988,6.5308383699394685,19148888.57,7.282143571937868,-25.2853404,-34.30160177,-35.0126097,-23.48901165,3
1389,OTAWIR_stripped.cif,12.6083684194,1.6095426966,0.2235904013,0.0605335291,15.6114639527,8.8522129522,0.4318196354,0.1263275797,7.833509757792654,0.3257200049033873,11.27133150011176,1.0519752229666282,0.018058112538166,0.3029715215730848,0.8939563887401171,HIGH,5.54904,0.744217855417277,8.76686,0.9428440712614278,0.758956,1935.71,2550.5,0.67976,0.895652,-0.047860699977473276,2.61e-05,-4.583359492661719,0.00028262,-3.5487971079428875,0.000661188,-3.179675037104636,3.43983,0.5365369798138926,0.000812684,-3.0900782904872486,0.000200739,-3.6973682436591893,0.000155125,-3.8093182054932138,4808320.395,6.68199339850062,12853030.22,7.109005528654262,23236946.64,7.366179060701161,-17.65248244,-30.60958922,-30.98439616,-65.13049616,3
1390,OTIPUE_stripped.cif,2.7526709831,0.2585259716,0.1916456286,0.0553317093,3.0971623636,2.4863514824,0.100380378,0.0578824814,10.6475607307997,2.39641139397321,2.827681613815409,0.45143050797234513,0.09774522738922921,0.3333924628301359,1.027250125850832,LOW,3.82437,0.5825599027423702,4.56896,0.6598173559424814,1.42368,408.504,286.935,0.41566,0.291961,-0.5346751575104656,4.86e-05,-4.313363730737707,0.000630503,-3.2003128426668774,0.0142417,-1.8464381668401153,0.00681807,-2.1663385442544327,0.000296273,-3.5283079249131344,6.41e-05,-4.193141970481182,5.02e-05,-4.29929628285498,6119627.728,6.78672500374804,17176120.08,7.234925067635638,303762117.3,8.482533611286408,-25.51390347,-37.70388504,-45.69122275,-47.89833158,3
1391,OTIQAL_stripped.cif,4.7349088787,0.7060370446,0.0909651407,0.0238900845,5.9513299555,4.2308125068,0.0385490464,0.0387507811,6.70631791194827,0.2609455050197268,3.913327079534506,0.5925461481563731,0.01689857152545899,0.1097922188285756,0.8264841372425599,LOW,5.38811,0.7314364534030938,5.97222,0.7761357975503412,1.10964,1047.2,943.732,0.51938,0.468062,-0.32969661599754563,4.3e-05,-4.366531544420414,0.000141306,-3.849839397163693,0.00047601,-3.3223839235416905,3.27e-06,-5.485452247339714,0.000579582,-3.2368851108165693,0.000226582,-3.6447745940806304,0.000300227,-3.52255025338613,8258047.275,6.916877364759665,10605327.55,7.025524086427381,47337323.68,7.675203700490738,-21.10285143,-26.13744976,-27.76685083,-14.55238121,3
1392,OTOZII_stripped.cif,9.3235018802,2.0733516601,0.1622297263,0.0601444776,12.8525721512,8.170320563,0.0529401538,0.1176918916,4.496826109927882,0.1521128392638539,6.087371194414486,0.7844297848761859,0.01469075412390974,0.1731467381150547,0.6529060939368744,HIGH,4.91046,0.6911221776838936,6.49397,0.81251027799732,0.80813,2029.43,2511.27,0.66274,0.820091,-0.08613795419543806,2.23e-05,-4.651695136951839,5.41e-05,-4.266802734893431,0.000194173,-3.711811159424037,5.3e-06,-5.275724130399211,0.000565245,-3.2477632706137634,0.000363305,-3.439728625100492,0.000292495,-3.5338815534825505,3036761.535,6.482410689811002,4743697.685,6.676117003728915,13700736.68,7.13674391952556,-17.4739352,-21.20018245,-24.39894602,-14.27729774,3
