,Descriptor,CO2 loading (mol/kg) Mean,CO2 loading (mol/kg) SD,CH4 loading (mol/kg) Mean,CH4 loading (mol/kg) SD,SC CO2 loading (mol/kg) Mean,SC CO2 loading (mol/kg) SD,SC CH4 loading (mol/kg) Mean,SC CH4 loading (mol/kg) SD,TSN Mean,TSN SD,LOG10 TSN Mean,LOG10 TSN SD
0,PLD log10,0.01833934025723722,0.0006803786269397893,0.007702902907236448,0.0003000052644871898,0.007100675630959619,0.000550437815329819,0.02675023320643044,0.0027674086728089325,0.05758140805372275,0.003792678105518758,0.026857146289335904,0.0007230518574727101
1,LCD log10,0.013406668378451983,0.0004900183435929718,0.018628363660052973,0.0013479007246764783,0.006968281533061964,0.00025119385688209857,0.031110365729620715,0.0019121332136333956,0.07781014455435584,0.0045831564989914295,0.03257605475667331,0.0008846643024085791
2,Density (g/cc),0.046397373025846574,0.0016694243591755884,0.8191005515588884,0.0055992741630302755,0.0337081626690614,0.002037302886714464,0.6539985762045079,0.0037496710172238877,0.030799888414490783,0.001009699929289179,0.10469665888093597,0.023514520186580595
3,VSA (m2/cc),0.16033669009808718,0.03163342366454615,0.018071292958839174,0.0011856738020454766,0.025089933442646144,0.0016672555644097157,0.06450962305678555,0.004952604399070655,0.08366718052313087,0.008281281750206655,0.11389281661755121,0.008217736192610799
4,VF,0.6456476189440402,0.03278576762095793,0.0363711543834908,0.0029098138002416002,0.8900370684613037,0.003549598560041038,0.11662463176745738,0.0034852231349879466,0.20114952109843182,0.008901620495668033,0.20008325994463722,0.02512111581613769
5,Qst_CH4,0.01747789561096337,0.0007908043737521743,0.014033679590058443,0.0009668044422401283,0.0077130152184896415,0.0006716247236627424,0.07068426703764116,0.00195097077774779,0.05465794125654463,0.001994343705077249,0.03522415231457067,0.0018455306959893796
6,Qst_CO2,0.04512783017349433,0.0022271678848075228,0.05044637553695643,0.00278190297071025,0.011053128966182107,0.0006083818250381444,0.012735720460656231,0.0005265210219631518,0.06745864872803986,0.002403043275747901,0.09704978085173238,0.0023994631791438774
7,Qst_H2S,0.011944357832619688,0.0006954314494823016,0.014573337493500677,0.0009993371388660065,0.005563437850754948,0.00035261052806826896,0.009919803738611923,0.0002458110997180383,0.03403085528316161,0.0020512323114022573,0.0204466636013626,0.0009325968610844496
8,Qst_H2O,0.04132222567925945,0.0025981567693785504,0.021072341910976726,0.0018805955798557653,0.012766296227540361,0.0004623884985677921,0.01366677879828879,0.0005721862101418647,0.3928444120881218,0.0048556964165665925,0.36917346674320073,0.0054583524711299455
