,row_name,col_name,R2
521,K0_CH4 log10,DC_H2S log10,0.00013463782388592642
408,P_H2S,Qst_CH4,0.00012746371359269407
412,P_H2S,PLD log10,0.00012706802209519388
214,K0_CH4,DC_CO2,0.00011811412970153653
8,PLD,K0_H2S,0.00011076528967774238
47,LCD,P_H2S,9.242569661314725e-05
311,DC_CH4,P_CO2,8.604670283183659e-05
217,K0_CH4,P_CO2,8.17112452890007e-05
210,K0_CH4,K0_CO2,7.95611774709309e-05
238,K0_CO2,DC_CH4,6.811894157956661e-05
266,K0_H2S,P_CO2,6.419477348755424e-05
236,K0_CO2,K0_H2S,6.341106439388835e-05
391,P_CO2,Qst_CH4,6.320983958080712e-05
323,DC_CH4,K0_H2O log10,5.729967056873821e-05
262,K0_H2S,DC_CH4,5.7088907360409884e-05
398,P_CO2,K0_CH4 log10,5.6974874437680834e-05
413,P_H2S,LCD log10,5.56068107282411e-05
15,PLD,P_H2S,5.131792734954989e-05
244,K0_CO2,Qst_CH4,5.0757796785179694e-05
251,K0_CO2,K0_CH4 log10,4.5758403017258114e-05
288,K0_H2O,P_CH4,3.862015783949579e-05
316,DC_CH4,Qst_H2O,2.8636512321673686e-05
402,P_CO2,DC_CH4 log10,2.8437903053372822e-05
40,LCD,K0_H2S,2.2660948819513497e-05
69,Density (g/cc),K0_CH4,2.1453014934531865e-05
405,P_CO2,P_CH4 log10,2.1233623424437706e-05
353,DC_H2S,P_H2S,1.4010730281844157e-05
232,K0_CH4,DC_H2S log10,1.2120665110215475e-05
265,K0_H2S,P_CH4,1.1432489065325357e-05
241,K0_CO2,P_CH4,6.187715600926404e-06
255,K0_CO2,DC_CH4 log10,5.603640502709629e-06
258,K0_CO2,P_CH4 log10,4.31085843591266e-06
371,P_CH4,P_CO2,4.258116676981073e-06
243,K0_CO2,P_H2S,2.7480752516918194e-06
390,P_CO2,P_H2S,2.701080988133768e-06
273,K0_H2S,LCD log10,2.1180171824580773e-06
477,Qst_H2O,DC_CH4 log10,2.472909060527453e-07
291,K0_H2O,Qst_CH4,1.4393217459695858e-07
