MOF Name,PLD (log10),LCD (log10),Density (g/cc),VSA (m2/cc),VF ,DC_CH4 (log10),DC_CO2 (log10),DC_H2S (log10),Qst_CH4,Qst_CO2,Qst_H2S,Qst_H2O
NEHRIB_stripped.cif,0.743945408,0.855850958,1.06906,1838.81,0.64426,-3.19E+00,-3.67E+00,-3.65E+00,-16.8760424,-31.49305201,-29.25879777,-64.68731018
NEHRIE_stripped.cif,0.613232749,0.680900001,1.46806,368.758,0.4197,-3.88E+00,-3.84E+00,-4.43E+00,-25.72063942,-30.64819466,-34.77597884,-23.32012119
NEHRUQ_stripped.cif,0.725377416,0.748777802,1.3759,705.748,0.45492,-3.51E+00,-3.76E+00,-3.85E+00,-21.34597884,-24.34920799,-29.58298879,-20.7999515
NEHSIF_stripped.cif,0.723761787,0.747284375,1.37665,697.636,0.45414,-3.46E+00,-3.74E+00,-3.91E+00,-21.34166127,-24.3489274,-29.57346813,-20.75833148
NEHZIK_stripped.cif,0.679560527,0.863747428,1.2015,1091.89,0.53326,-3.06E+00,-3.40E+00,-3.40E+00,-17.19939575,-20.58462775,-23.10350651,-14.3530214
NEHZUY_stripped.cif,1.005216559,1.123986806,0.576709,2283.95,0.83702,-2.66E+00,-3.18E+00,-3.21E+00,-8.680132709,-17.47792857,-20.95980327,-41.75556913
NEJBAF_stripped.cif,0.645868126,0.710698575,1.08063,946.407,0.63402,-3.31E+00,-4.35E+00,-3.63E+00,-14.34120955,-31.45731039,-34.26789582,-66.46475916
NEJBAF02_stripped.cif,0.631071212,0.699806518,1.11471,813.586,0.62014,-3.30E+00,-4.39E+00,-3.74E+00,-14.75837596,-32.13985121,-35.02277558,-67.38962355
NEJJOE_stripped.cif,0.67346788,0.906132935,1.20804,938.43,0.61956,-4.07E+00,-4.33E+00,-4.57E+00,-31.13378421,-38.11787402,-42.14311968,-19.74687353
NEJZEJ_stripped.cif,0.688704512,0.738862972,1.1889,1590.11,0.58146,-2.76E+00,-3.73E+00,-3.47E+00,-18.88735642,-37.22984502,-31.80683066,-61.13057261
NEKMEX_stripped.cif,0.636878886,0.710378879,1.25775,1594.02,0.60582,-3.45E+00,-4.46E+00,-3.86E+00,-17.12282024,-47.26597647,-37.51224849,-69.8075993
NEKPID_stripped.cif,0.617062229,0.678102095,0.969364,700.34,0.50582,-3.67E+00,-3.73E+00,-4.58E+00,-23.26516473,-33.78322087,-36.30511351,-38.21765553
NENRIJ_stripped.cif,0.64260102,0.706247398,1.40193,394.436,0.45666,-3.57E+00,-3.82E+00,-3.88E+00,-22.07761819,-28.329442,-31.6187628,-53.24470507
NENVAE_stripped.cif,0.687779478,0.787408044,1.28114,275.302,0.42536,-3.58E+00,-3.99E+00,-3.75E+00,-21.04126123,-24.28531784,-27.16268278,-12.76412003
NEPWIO_stripped.cif,0.639512387,0.893367224,0.971674,1271.28,0.55256,-3.86E+00,-3.84E+00,-4.20E+00,-21.59123178,-26.8260637,-30.85950248,-32.13788116
NEPWIQ_stripped.cif,0.593047804,0.638050748,2.14559,383.876,0.48118,-3.95E+00,-4.36E+00,-4.54E+00,-21.92217571,-55.80970362,-43.18811841,-98.31065398
NEQFOE_stripped.cif,0.661911077,0.702725997,0.775205,2028.19,0.68624,-2.85E+00,-4.05E+00,-3.96E+00,-14.8363518,-34.64048471,-31.29934206,-71.70080548
NEQSUY_stripped.cif,0.591796722,0.716200402,1.89706,656.624,0.50344,-3.69E+00,-4.36E+00,-4.23E+00,-19.7483416,-36.28919724,-32.90364582,-56.22602784
NEQSUY01_stripped.cif,0.600740992,0.71740502,1.8585,731.427,0.51892,-3.62E+00,-4.36E+00,-4.23E+00,-19.322399,-35.74243435,-32.37983966,-57.24333766
NERMON_stripped.cif,0.671834429,0.716861063,1.84917,713.865,0.4415,-3.15E+00,-5.69E+00,-4.07E+00,-15.17696626,-58.7272653,-33.29691202,-108.3780945
NERNIH_stripped.cif,0.786063955,0.8373605,1.17174,1054.23,0.53698,-3.31E+00,-3.75E+00,-3.62E+00,-17.50922384,-29.24094459,-25.91608747,-77.45872353
NERSOU_stripped.cif,0.837853479,0.906165278,1.01544,1595.27,0.61264,-3.35E+00,-3.60E+00,-3.74E+00,-16.94204832,-22.22485965,-25.339776,-22.24997636
NERSUA_stripped.cif,0.8243413,0.850389503,0.981177,1690.29,0.6194,-3.30E+00,-3.59E+00,-3.56E+00,-16.46606438,-22.63377538,-25.51669522,-23.09846611
NESSOV_stripped.cif,0.593970206,0.795531052,1.0314,983.885,0.55392,-4.00E+00,-3.78E+00,-4.02E+00,-22.66501268,-27.80830775,-31.31457134,-16.22355797
NESTAI_stripped.cif,0.752560076,0.832265512,0.887082,1309.49,0.60892,-3.23E+00,-3.61E+00,-3.51E+00,-18.35566601,-25.68562574,-24.81776434,-30.53566042
NETWAM_stripped.cif,0.600653861,0.749542308,1.1386,737.523,0.523,-3.19E+00,-3.87E+00,-3.64E+00,-23.39217305,-32.98783261,-35.58798967,-25.60438033
NETWEQ_stripped.cif,0.647156961,0.850731371,0.808926,2127.58,0.69264,-3.35E+00,-3.62E+00,-3.88E+00,-15.98327104,-22.70539359,-27.22675553,-45.08297233
NEVPUA_stripped.cif,0.716429078,0.803375166,1.60506,887.739,0.48818,-3.54E+00,-3.93E+00,-4.19E+00,-19.08415362,-29.77505316,-33.13474913,-48.0774529
NEVQAH_stripped.cif,0.713634164,0.800234413,1.7631,879.71,0.48254,-3.54E+00,-3.96E+00,-4.16E+00,-19.38739501,-29.09946866,-32.85128749,-47.288357
NEVVAM_stripped.cif,0.774099258,0.84271468,1.4203,1230.83,0.53702,-3.26E+00,-3.52E+00,-3.59E+00,-17.7932838,-22.76997832,-25.07170093,-19.00054968
NEVVAM01_stripped.cif,0.762336394,0.841704766,1.42342,1217.67,0.52968,-3.22E+00,-3.46E+00,-3.53E+00,-17.82008813,-22.81097257,-25.09196955,-19.02059855
NEVVAM02_stripped.cif,0.769344088,0.83382067,1.42399,1216.96,0.531,-3.05E+00,-3.51E+00,-3.62E+00,-17.79336785,-23.04429908,-24.95104536,-19.35391729
NEVVAN_stripped.cif,0.600403259,0.726325321,1.29483,652.239,0.47414,-3.26E+00,-3.68E+00,-3.64E+00,-22.26338596,-30.99215231,-33.95539921,-27.05913313
NEVVIU_stripped.cif,0.745439415,0.803881643,1.45681,1152.18,0.51528,-3.13E+00,-3.55E+00,-3.51E+00,-18.25366669,-24.17849091,-25.70332326,-20.74815559
NEVVIU01_stripped.cif,0.75551508,0.799892373,1.46389,1142.07,0.5157,-3.19E+00,-3.62E+00,-3.57E+00,-18.30281139,-23.3984212,-25.13212107,-17.08520239
NEVVIU02_stripped.cif,0.758691663,0.803089585,1.45754,1149.67,0.5193,-3.18E+00,-3.64E+00,-3.55E+00,-18.26691867,-23.40710942,-25.15072489,-17.52149003
NEVVIV_stripped.cif,0.593112093,0.84119924,1.089,1017.11,0.55438,-3.63E+00,-4.50E+00,-4.48E+00,-18.27315178,-31.68955106,-31.65969201,-58.85480065
NEWROY_stripped.cif,0.586327325,0.677741052,1.96703,531,0.50728,-3.91E+00,-3.80E+00,-4.32E+00,-24.26335443,-30.53199116,-34.55553936,-21.92854445
NEWRUE_stripped.cif,0.586682929,0.677982692,1.71221,524.425,0.50974,-3.91E+00,-3.92E+00,-4.32E+00,-24.46819958,-30.98610449,-36.03013166,-25.40395079
NEWSUF_stripped.cif,0.5812725,0.828082817,1.30227,727.35,0.57062,-4.00E+00,-5.34E+00,-4.84E+00,-18.82643638,-63.0394095,-48.685371,-116.4008394
NEWTEQ_stripped.cif,0.668160323,0.774869368,1.48268,834.353,0.4964,-4.50E+00,-5.28E+00,-5.80E+00,-24.28379392,-57.4187983,-54.58694705,-128.7092814
NEWTIU_stripped.cif,0.605437577,0.805659866,1.31001,248.391,0.5624,-4.19E+00,-5.11E+00,-4.89E+00,-22.87377553,-62.41953395,-52.58437428,-133.0588698
NEWTOA_stripped.cif,0.618840615,0.838820766,1.28304,861.144,0.57114,-4.06E+00,-5.30E+00,-4.65E+00,-22.32071462,-57.3217751,-47.93850628,-123.730374
NEWTUG_stripped.cif,0.691309636,0.779658529,1.45523,976.414,0.5098,-4.11E+00,-4.90E+00,-5.56E+00,-25.74818411,-57.88082222,-58.19689519,-144.019516
NEXXIZ_stripped.cif,0.964735631,0.988669969,0.709284,1543.45,0.6405,-3.43E+00,-3.69E+00,-3.66E+00,-17.7513057,-26.59918466,-26.67496878,-44.04063079
NEYBEZ_stripped.cif,0.590576587,0.694700821,1.53728,469.829,0.45784,-3.92E+00,-3.65E+00,-4.29E+00,-26.20217521,-32.27454087,-34.67061513,-17.28980662
NEYBIC01_stripped.cif,0.733567983,0.791136728,0.877294,3859.88,0.83814,-2.67E+00,-3.61E+00,-3.77E+00,-5.798755674,-31.0217372,-29.44175215,-78.3031295
NEYYOG_stripped.cif,1.028144475,1.093447602,2.29878,584.387,0.5033,-3.12E+00,-3.45E+00,-3.47E+00,-11.83558538,-16.53769871,-19.63527638,-18.33470361
NIBHOW_stripped.cif,1.172280593,1.360576564,0.292166,1518.57,0.88376,-2.69E+00,-3.06E+00,-3.08E+00,-8.803573708,-11.58718342,-12.63844397,-7.057672743
NIBJAK_stripped.cif,1.244295433,1.505236964,0.223433,1211.08,0.91248,-2.53E+00,-2.93E+00,-2.96E+00,-7.808633387,-11.23434299,-11.48320833,-25.83254226
NIBXUT_stripped.cif,0.714364971,0.792873349,1.9388,1243.6,0.52332,-3.40E+00,-4.66E+00,-5.10E+00,-15.34269383,-50.3680021,-47.90514044,-105.348321
NICPIZ_stripped.cif,0.704690903,0.832137688,0.694378,2441.54,0.73242,-3.03E+00,-3.66E+00,-3.70E+00,-14.74654778,-28.55742431,-30.87752635,-57.4006048
NICPOF_stripped.cif,1.063186943,1.074061985,0.582435,2030.64,0.7652,-2.99E+00,-3.63E+00,-3.59E+00,-13.55238331,-26.08111661,-29.82739893,-58.96149736
NICYUV_stripped.cif,0.884003627,0.913564326,1.06162,1269.25,0.58024,-3.41E+00,-4.47E+00,-4.76E+00,-16.2717349,-35.32744679,-37.86598821,-69.06036342
NIDBOS_stripped.cif,0.72214836,0.736982603,1.33159,760.591,0.47954,-3.06E+00,-4.23E+00,-3.46E+00,-18.10865296,-36.28657352,-27.97553339,-67.56248534
NIDFAI_stripped.cif,0.634675731,0.751343781,1.16733,1089.72,0.49698,-3.51E+00,-3.63E+00,-3.78E+00,-19.28253543,-22.48656286,-25.32276197,-12.87476506
NIGBOW_stripped.cif,1.062593264,1.071268409,0.647397,1631.62,0.72784,-2.78E+00,-3.05E+00,-3.10E+00,-11.32109203,-14.41681751,-16.33830427,-10.4444765
NIGDEO_stripped.cif,0.870654928,1.139199104,0.662032,2086.99,0.7488,-3.29E+00,-3.58E+00,-3.62E+00,-16.02737348,-20.70062166,-22.93142277,-13.15401736
NIGDIS_stripped.cif,0.866429126,1.144103545,0.657065,2114.86,0.75276,-3.29E+00,-3.52E+00,-3.53E+00,-15.45561215,-20.39528069,-22.78698531,-15.28214933
NIGFIT_stripped.cif,0.668324403,0.870933281,1.23261,2276.65,0.66582,-2.76E+00,-4.18E+00,-4.22E+00,-14.67148093,-41.68413344,-36.9518159,-92.59931515
NIGFOZ_stripped.cif,0.668466058,0.875085004,1.19407,2281.55,0.67194,-2.70E+00,-4.32E+00,-4.47E+00,-14.58042372,-45.27636977,-39.59733394,-98.17707968
NIGFUF_stripped.cif,0.666926811,0.872500657,1.23037,2268.77,0.66842,-2.65E+00,-4.33E+00,-4.24E+00,-14.84239961,-44.70939942,-39.64322468,-97.90025259
NIGGAM_stripped.cif,0.667974727,0.872247203,1.22203,2276.83,0.66366,-2.73E+00,-4.31E+00,-4.38E+00,-14.64935767,-42.27430046,-37.97142713,-94.27811378
NIGGEQ_stripped.cif,0.667055836,0.86800163,1.24922,2260.13,0.66706,-2.73E+00,-4.13E+00,-4.03E+00,-14.78898286,-40.8461706,-35.99756285,-88.32513944
NIGGIU_stripped.cif,0.664097356,0.865082052,1.27304,2282.48,0.66334,-2.76E+00,-3.69E+00,-3.73E+00,-15.64458186,-36.32393326,-32.02256238,-63.11137901
NIGPAW_stripped.cif,0.579939001,1.182406948,0.83569,1264.39,0.65618,-3.93E+00,-3.80E+00,-4.55E+00,-21.11333192,-28.4005561,-33.55738714,-41.88461447
NIHBIQ_stripped.cif,0.590233084,0.719241767,1.66955,606.438,0.48126,-4.50E+00,-3.98E+00,-4.97E+00,-19.57638392,-23.80210429,-26.24077281,-15.34629299
NIHBIQ01_stripped.cif,0.590560979,0.722975137,1.65496,624.26,0.47328,-4.73E+00,-4.04E+00,-4.80E+00,-19.34441951,-23.54652726,-26.04935413,-15.50747987
NIHBIQ02_stripped.cif,0.596646569,0.729826261,1.6285,681.646,0.46878,-4.58E+00,-4.06E+00,-4.92E+00,-18.98545368,-23.17329274,-25.40823382,-14.98189987
NIHCOX_stripped.cif,0.590354679,0.658431171,1.36558,438.768,0.46228,-4.24E+00,-3.75E+00,-4.50E+00,-24.63801173,-30.73792223,-33.5502669,-20.43130713
NIJZIP_stripped.cif,0.878759558,0.956109816,2.19821,1031.63,0.58336,-3.38E+00,-3.78E+00,-3.57E+00,-11.01990912,-18.65255769,-14.96397206,-20.83966302
NIJZIP01_stripped.cif,0.86745747,0.929841263,2.11757,938.175,0.57178,-3.25E+00,-3.57E+00,-3.68E+00,-13.44992713,-18.96025178,-18.89616824,-19.08615346
NILGIA_stripped.cif,0.59475928,0.679854713,3.07664,345.058,0.39708,-3.34E+00,-3.78E+00,-3.52E+00,-20.572299,-27.23408866,-29.8370115,-20.94167289
NILGOG_stripped.cif,0.589284812,0.681618367,3.03497,359.726,0.40178,-3.50E+00,-3.79E+00,-3.56E+00,-19.54699925,-25.96837238,-28.39596382,-20.35226922
NILNIH_stripped.cif,0.637976787,0.853815589,1.46453,602.922,0.43184,-4.22E+00,-4.57E+00,-4.35E+00,-21.29180989,-24.57286998,-27.57013354,-13.08353874
NILNUT_stripped.cif,0.615144862,0.829787982,1.51245,534.017,0.42108,-4.44E+00,-4.56E+00,-4.61E+00,-21.44550736,-25.02788693,-27.61082285,-13.09937385
NILPEF_stripped.cif,0.657907344,0.78897538,1.828,500.972,0.43482,-3.70E+00,-3.78E+00,-4.04E+00,-20.39256365,-23.61422409,-30.96317286,-30.95054332
NIMBIV_stripped.cif,0.622398481,0.708721658,1.29342,486.971,0.45304,-3.38E+00,-3.52E+00,-3.57E+00,-23.40523826,-27.46220106,-30.15647273,-13.80888015
NIMGOH_stripped.cif,0.650124828,0.709932772,1.13667,952.215,0.5478,-3.44E+00,-4.04E+00,-4.22E+00,-21.36785285,-36.53899381,-36.62327806,-60.41120919
NIMJUP_stripped.cif,0.581516171,0.721919381,1.54033,371.679,0.453,-4.13E+00,-3.97E+00,-4.45E+00,-25.78820971,-30.61220534,-34.34534134,-18.07885777
NIMKAW_stripped.cif,0.688386893,0.743604609,1.33478,697.547,0.47568,-3.40E+00,-3.58E+00,-3.60E+00,-21.60793713,-26.89690871,-30.47691918,-20.55413294
NIMPEG_stripped.cif,0.720368542,0.771535304,0.735508,2106.82,0.68318,-3.28E+00,-3.51E+00,-3.50E+00,-17.22257989,-24.06551596,-24.52801696,-28.31015597
NIMPEG01_stripped.cif,0.733171576,0.911391479,0.628796,2549.85,0.72974,-3.36E+00,-3.52E+00,-3.68E+00,-16.48187888,-21.93309901,-23.83447556,-27.43100959
NIMPOQ_stripped.cif,0.873691948,0.977006657,0.558554,2473.18,0.76522,-3.34E+00,-3.54E+00,-3.55E+00,-15.82880015,-20.16300804,-23.51186993,-23.45280366
NIMWAJ_stripped.cif,0.588683951,0.747448321,1.56857,1347.83,0.55598,-3.59E+00,-4.53E+00,-5.58E+00,-14.07622791,-39.03862625,-47.00060757,-78.94460433
NIMWOX_stripped.cif,0.603001389,0.755919045,1.60552,1509.64,0.54204,-3.41E+00,-4.45E+00,-5.53E+00,-13.9164712,-38.06436176,-37.72673328,-79.52441485
NINVAI_stripped.cif,0.806688615,1.074681891,0.818218,1969.09,0.70538,-3.57E+00,-3.60E+00,-3.66E+00,-19.42667356,-27.46491201,-27.43737968,-54.24030239
NINVEM_stripped.cif,0.747072164,1.009636982,1.32883,1094.12,0.58042,-3.47E+00,-3.84E+00,-4.30E+00,-23.77174101,-29.29719932,-32.60306666,-16.09566113
NIPVOX_stripped.cif,0.657353252,0.703624926,1.28341,749.464,0.48586,-4.11E+00,-3.92E+00,-4.11E+00,-19.76035702,-24.93248767,-28.94235472,-21.99035482
NIPVOX01_stripped.cif,0.652313076,0.708397103,1.25021,736.696,0.49186,-4.09E+00,-4.12E+00,-4.26E+00,-19.72230941,-23.86744782,-29.48012891,-24.2987177
NIRFUR_stripped.cif,0.662911696,0.912709235,1.04434,989.537,0.58406,-3.81E+00,-4.52E+00,-4.80E+00,-20.96633189,-42.67584367,-41.63565719,-96.9450152
NIRGAY_stripped.cif,0.763966036,0.927057106,0.806367,1693.52,0.63824,-3.28E+00,-3.89E+00,-3.79E+00,-16.66326664,-32.48282879,-30.38280765,-85.68356029
NIRGEC_stripped.cif,0.585789992,0.878927751,1.03514,425.322,0.5509,-3.90E+00,-4.40E+00,-4.15E+00,-21.78457928,-39.94463973,-35.05218187,-69.49679348
NIRGIG_stripped.cif,0.697217134,0.888305887,1.00303,1010.59,0.57516,-3.85E+00,-4.51E+00,-4.68E+00,-21.1991232,-43.88700143,-36.56276737,-78.8325882
NIRXUH_stripped.cif,0.671581942,0.761254084,1.15384,1873.93,0.66986,-3.09E+00,-4.25E+00,-4.76E+00,-17.75600415,-39.60697001,-43.00091781,-68.60548188
NITGUT_stripped.cif,0.642304227,0.929318771,0.915573,1411.8,0.59668,-3.93E+00,-4.39E+00,-4.55E+00,-23.41859645,-36.79597045,-36.78736685,-61.34417418
NIWVUK_stripped.cif,0.589322827,0.68035818,1.23431,650.886,0.50422,-3.81E+00,-5.52E+00,-4.88E+00,-19.11453875,-72.36321943,-65.34806814,-102.8943684
NIWYAV_stripped.cif,0.854053896,0.922494499,1.09017,1818.5,0.643,-3.08E+00,-3.93E+00,-3.92E+00,-15.79239108,-31.17201496,-29.47545331,-54.24930202
NIWYEZ_stripped.cif,0.652796357,1.147978834,0.947541,1727.18,0.69694,-3.42E+00,-3.97E+00,-4.38E+00,-15.92701197,-30.9612937,-31.62118969,-61.63476094
NIWYOJ_stripped.cif,0.793538253,0.878347698,1.12902,1647.77,0.64592,-3.41E+00,-3.64E+00,-3.96E+00,-19.08424686,-26.5142818,-32.92558729,-20.30120394
NIYDUV_stripped.cif,0.629031211,0.800594744,0.737941,1443.13,0.61994,-3.30E+00,-3.53E+00,-3.73E+00,-18.76712044,-28.50816284,-29.89991285,-41.25596602
NIYZIG_stripped.cif,0.685889463,0.960266188,0.956862,1640.15,0.65068,-3.39E+00,-3.58E+00,-3.68E+00,-17.20209295,-23.04278296,-24.49921647,-27.42689112
NIZNIV_stripped.cif,0.582927681,0.732356763,1.76952,352.314,0.45492,-4.01E+00,-4.13E+00,-4.54E+00,-19.65767547,-32.9610935,-33.52969103,-63.15310219
NOBKUK_stripped.cif,0.704383909,0.850535963,1.0308,1076.52,0.54896,-3.70E+00,-4.62E+00,-4.61E+00,-20.26466522,-44.64151233,-52.48529375,-66.27408406
NOBVOR_stripped.cif,0.708597642,0.722846905,1.1717,1223.41,0.53488,-3.05E+00,-3.79E+00,-3.69E+00,-23.62798756,-29.56107265,-32.41735231,-21.08246697
NOCJIZ_stripped.cif,0.612546519,0.6527809,1.33988,364.257,0.4464,-3.77E+00,-4.31E+00,-3.83E+00,-21.53658275,-36.33542325,-30.63555679,-54.7983284
NOCKOG_stripped.cif,0.699341601,0.750269197,1.04593,1062.84,0.55088,-2.98E+00,-4.00E+00,-3.91E+00,-20.04293326,-38.41888907,-35.2834745,-67.85353954
NOCLOH_stripped.cif,0.680223072,0.735847111,1.31451,929.557,0.54082,-3.60E+00,-4.21E+00,-4.20E+00,-20.95240675,-38.89271738,-38.48510596,-63.21292133
NOCLOH01_stripped.cif,0.683330769,0.738797201,1.30816,937.552,0.5417,-3.59E+00,-4.15E+00,-4.11E+00,-20.82006509,-38.83622866,-38.18834232,-62.13555076
NOCLOH02_stripped.cif,0.684421628,0.740184197,1.30452,949.888,0.54282,-3.55E+00,-4.17E+00,-4.17E+00,-20.77296485,-38.73149093,-38.10572845,-62.84901764
NOCYUB_stripped.cif,0.613637835,0.65747464,1.72564,227.737,0.4065,-3.89E+00,-5.39E+00,-4.95E+00,-18.51591679,-49.62103753,-54.20134864,-129.5009672
NOCZAI_stripped.cif,0.607181492,0.646358628,1.74484,192.727,0.39962,-3.83E+00,-5.51E+00,-5.04E+00,-18.69874013,-50.55789857,-54.3067756,-126.8560153
NODTEH_stripped.cif,0.891570907,1.172048911,0.603194,2178.1,0.80918,-2.89E+00,-3.41E+00,-3.42E+00,-9.159588858,-19.07964997,-15.80205498,-43.21289735
NODTIL_stripped.cif,0.902584282,1.169739955,0.60575,2149.54,0.81566,-2.82E+00,-3.33E+00,-3.34E+00,-9.310568682,-17.21529513,-15.11686571,-37.95639093
NOFMIG_stripped.cif,0.662774825,0.694142583,1.61734,396.074,0.38192,-3.24E+00,-3.63E+00,-3.66E+00,-24.2676564,-28.06795342,-33.06950875,-19.98080535
NOFMIG01_stripped.cif,0.661102474,0.69322115,1.61552,390.692,0.37962,-3.27E+00,-3.64E+00,-3.60E+00,-24.19907601,-27.91775405,-32.73251232,-19.20936808
NOFQEG_stripped.cif,0.625118931,0.692132786,1.56689,399.004,0.49422,-4.03E+00,-4.42E+00,-4.91E+00,-23.67287831,-29.24350079,-36.23976241,-28.11811848
NOHBUJ_stripped.cif,0.637518748,0.698116211,1.29401,410.132,0.4725,-3.49E+00,-3.65E+00,-3.64E+00,-23.95255027,-28.72628637,-31.44363773,-16.12853033
NOHFOG_stripped.cif,0.65721175,0.733083258,1.66638,1210.39,0.54146,-3.36E+00,-4.77E+00,-4.40E+00,-20.1867308,-48.02736067,-42.27559634,-97.111309
NOHFUM_stripped.cif,0.763008472,0.825167022,1.27154,1220.04,0.5988,-3.44E+00,-5.55E+00,-4.41E+00,-16.43112165,-65.02246194,-49.49676169,-109.396249
NOHSOU_stripped.cif,0.652452316,0.795097583,1.31331,1516.11,0.58316,-3.17E+00,-3.77E+00,-3.42E+00,-18.28743861,-34.59491854,-27.02187917,-52.13558666
NOHSUA_stripped.cif,0.677439954,0.922488789,0.870364,1463.12,0.59492,-3.45E+00,-4.27E+00,-4.02E+00,-19.57190247,-33.59948164,-29.61508838,-63.22268573
NOJXUG_stripped.cif,0.628517667,0.767503905,1.51068,205.115,0.41644,-3.23E+00,-3.58E+00,-3.48E+00,-18.22699736,-22.07803441,-24.1649623,-13.42111012
NOJYAN_stripped.cif,0.647534555,0.734068191,1.51344,172.673,0.4116,-3.02E+00,-4.08E+00,-3.31E+00,-21.50974151,-31.05938273,-31.04155341,-19.43699595
NOJYER_stripped.cif,0.705392401,0.765862938,1.46742,362.869,0.45928,-3.33E+00,-3.48E+00,-3.76E+00,-16.24259059,-20.75880439,-23.24989729,-17.09621434
NOKKUT_stripped.cif,0.638262566,0.726418286,1.1645,2800.86,0.74568,-3.23E+00,-4.53E+00,-5.80E+00,-8.501753809,-45.32287858,-44.20662242,-127.222585
NOKKUT01_stripped.cif,0.627584997,0.716306409,1.21732,2587.68,0.7367,-3.32E+00,-4.51E+00,-5.22E+00,-8.778702805,-44.92484673,-44.17883462,-126.4592591
NOKLAA_stripped.cif,0.655994649,0.777925359,1.72845,2297.11,0.63562,-2.69E+00,-5.09E+00,-4.55E+00,-9.850250535,-51.53970909,-33.96881084,-136.5277837
NOKLIJ_stripped.cif,0.730442295,0.823994289,1.90624,873.657,0.50276,-3.62E+00,-4.00E+00,-4.07E+00,-13.05139565,-21.55303653,-20.36116574,-21.90537276
NOKTUE_stripped.cif,0.613326915,0.811541494,3.48411,177.015,0.31984,-4.19E+00,-4.13E+00,-4.27E+00,-18.60727541,-21.9896893,-24.07047456,-11.70016889
NOLVER_stripped.cif,0.637537759,0.723943056,1.87624,998.38,0.50992,-3.82E+00,-4.08E+00,-4.16E+00,-22.14252978,-29.6803046,-30.45911291,-42.96905097
NOLXIX_stripped.cif,0.621670556,0.724599421,1.39983,349.562,0.39708,-2.91E+00,-3.60E+00,-3.21E+00,-24.87220052,-30.58555765,-32.29960729,-16.5320829
NOLXOD_stripped.cif,0.62841652,0.700327223,1.42654,323.085,0.3981,-2.94E+00,-3.56E+00,-3.21E+00,-25.53395255,-30.9452527,-33.16360555,-16.7645246
NOMHAZ_stripped.cif,0.774510397,0.829441438,0.529341,3846.72,0.83408,-2.61E+00,-3.81E+00,-3.68E+00,-6.671905367,-31.38279627,-25.93186594,-79.18318137
NOMVER_stripped.cif,0.637816828,0.758189485,1.01259,662.757,0.57616,-3.93E+00,-4.16E+00,-5.02E+00,-23.99544948,-31.43492727,-43.90105905,-46.73357323
NONKOQ_stripped.cif,0.739034879,0.786326855,0.840163,1958.29,0.69868,-3.02E+00,-4.24E+00,-4.72E+00,-13.16871794,-39.09882927,-39.36256353,-79.7530342
NOPGOP_stripped.cif,0.693343475,0.749414726,0.645408,2724.63,0.72306,-2.65E+00,-3.45E+00,-3.47E+00,-9.221723061,-21.85760563,-20.0999767,-60.24466177
NOPJOT_stripped.cif,0.672038716,0.789524307,1.00061,1989.1,0.60826,-2.99E+00,-4.60E+00,-4.01E+00,-17.2844838,-38.60426405,-34.65344442,-76.47617316
NOPSUG_stripped.cif,0.628010674,0.658437846,0.840208,1071.85,0.62082,-2.90E+00,-3.39E+00,-3.48E+00,-15.57797678,-26.14740554,-25.51857189,-32.60530164
NOQLUC_stripped.cif,0.612724534,0.75001365,1.20211,1169.42,0.5402,-4.07E+00,-3.92E+00,-4.63E+00,-21.67756547,-26.53444325,-31.68774941,-18.93485065
NORRIW_stripped.cif,0.626922117,0.769418685,1.49462,215.373,0.42132,-3.38E+00,-3.55E+00,-3.62E+00,-17.91609647,-21.77625168,-23.88227223,-13.6923813
NOTWAW_stripped.cif,0.621695462,0.764861791,1.07464,1313.28,0.58374,-3.28E+00,-4.13E+00,-4.69E+00,-18.48768378,-40.68817005,-51.08641819,-81.01960267
NOWCIN_stripped.cif,0.768885882,1.037372307,1.02996,980.185,0.51796,-4.35E+00,-3.92E+00,-4.47E+00,-22.32285581,-27.25051993,-32.27688398,-18.16700378
NOWHIQ_stripped.cif,0.611568251,0.736631516,1.21245,1033.74,0.56344,-4.08E+00,-4.06E+00,-4.39E+00,-20.66163237,-34.8166639,-34.12526749,-72.92923356
NUBPIL_stripped.cif,0.991451141,1.063400919,0.608967,2172.95,0.77866,-3.09E+00,-3.38E+00,-3.46E+00,-13.34001888,-17.41566827,-18.46135798,-27.0474518
NUCBIY_stripped.cif,0.588730975,0.706546249,1.18684,448.995,0.48462,-3.77E+00,-3.85E+00,-4.04E+00,-23.77441622,-29.22331869,-34.48140428,-28.45035898
NUCBUK_stripped.cif,0.733506219,0.854298145,1.01478,1319.81,0.58408,-3.33E+00,-4.01E+00,-3.96E+00,-21.60106045,-38.10101265,-32.90588584,-72.1789513
NUCCAR_stripped.cif,0.703981401,0.839073733,0.951516,1029.37,0.63212,-3.59E+00,-3.99E+00,-3.92E+00,-18.00495808,-29.40792519,-28.93080442,-47.87586615
NUCYAN_stripped.cif,0.624123204,0.697751403,1.48214,441.279,0.48688,-3.85E+00,-4.56E+00,-4.21E+00,-20.85640916,-45.47201066,-37.26286144,-96.69883048
NUCYER_stripped.cif,0.623291684,0.696055686,1.49997,436.754,0.48576,-3.86E+00,-4.38E+00,-4.01E+00,-20.85005388,-37.20157983,-33.01432669,-69.45031592
