MOF Name,PLD,LCD,Density (g/cc),VSA (m2/cc),GSA (m2/g),VF,PV (cc/g),K0_CH4,K0_CO2,K0_H2S,K0_H2O,DC_CH4,DC_CO2,DC_H2S,P_CH4,P_CO2,P_H2S,Qst_CH4,Qst_CO2,Qst_H2S,Qst_H2O
AHAYOZ_stripped.cif,4.33855,7.02472,1.14439,1016.92,888.614,0.53324,0.46596,1.90E-05,0.00010777,0.000442537,0.000012573,0.0001665,9.70E-05,7.41E-05,1079886.497,3571577.845,11205436.15,-21.78200734,-29.73960473,-33.36748022,-24.47094441
AHAYUF_stripped.cif,4.90981,6.43153,1.22516,1085.66,886.135,0.5234,0.427208,7.89E-06,2.84E-05,8.62E-05,3.56E-06,0.000312356,0.000211913,0.000176633,901070.9774,2204805.7,5567627.895,-18.08732998,-24.12571429,-26.26511943,-18.22163375
AHEBAS_stripped.cif,5.21061,7.52116,1.05684,1581.14,1496.1,0.62004,0.586692,1.50E-05,6.85E-05,0.000198908,0.000151759,0.0003657,0.000259285,0.000217643,1726878.951,5604763.084,13657202.56,-18.4108845,-25.86484431,-27.64515615,-34.67988439
AHETAK_stripped.cif,6.48486,9.74824,0.987316,1798.21,1821.31,0.64102,0.649255,5.23E-06,9.27E-06,2.84E-05,1.51E-06,0.000619844,0.000444462,0.000308601,954733.2311,1214043.346,2584162.722,-14.46244289,-16.85210899,-20.35011261,-10.9926331
AHOLAM_stripped.cif,7.13935,9.94836,0.963344,1436.19,1490.84,0.64336,0.66784,1.81E-05,0.000256002,0.000238834,0.00037426,0.000174759,3.99E-05,8.71E-05,911382.8504,2934835.991,5983891.83,-20.75715774,-34.70830603,-29.6867494,-42.08392586
AHORAR_stripped.cif,5.52353,7.94327,0.827449,1683.08,2034.06,0.64082,0.774453,2.59E-05,6.82E-05,0.00025482,0.000044508,0.000351126,0.000234918,0.000107853,2249003.188,3958353.612,6788311.783,-19.55558851,-23.59028752,-26.93073348,-30.35205047
AHORUL_stripped.cif,6.91551,6.9941,1.59742,227.741,142.568,0.37592,0.235329,1.14E-06,2.65E-06,6.42E-06,2.31E-07,0.000421443,0.000214596,0.000258858,228774.6577,270796.7286,791909.8389,-16.13311138,-19.89035469,-21.13819598,-12.80866544
AHOZIG_stripped.cif,4.2904,5.16874,1.14892,909.51,791.623,0.54726,0.476326,6.33E-05,0.00292905,0.00269066,1.40944,0.000134267,1.27E-05,7.64E-05,2915157.274,12722878.63,70521965.02,-23.82003348,-44.12782437,-36.58014198,-65.64202074
AHOZII_stripped.cif,6.1374,7.21328,0.951704,1416.42,1488.3,0.6178,0.649152,9.84E-06,7.74E-05,0.000221071,2.31E-05,0.000452858,0.000136162,0.000113278,1265463.925,2992268.458,7114318.262,-17.46748377,-28.08993819,-31.15402225,-25.1653702
AJAGIC_stripped.cif,3.87692,5.3654,2.4391,603.694,247.506,0.45436,0.186281,6.45E-06,2.44E-05,0.000116076,2.18E-05,0.000219472,0.000240565,0.000111041,1030295.078,4270779.396,9384462.847,-20.33822664,-26.21248013,-30.06268638,-36.83741817
AJAGOI_stripped.cif,7.04058,7.33436,2.12665,838.89,394.465,0.4993,0.234782,2.09E-06,7.35E-06,2.72E-05,3.11E-05,0.000461257,0.000187673,0.000152425,610678.1237,875693.8932,2631837.558,-16.25701587,-22.81263358,-25.83368866,-35.25890388
AJAKON_stripped.cif,4.32303,5.2765,1.36723,781.035,571.255,0.51092,0.373691,2.02E-05,0.000488086,0.00118241,1.87452,0.000272999,6.35E-05,7.32E-05,2252006.833,12641357.49,35329467.65,-22.06820569,-37.75379269,-35.91940941,-64.84774384
AJAYIT_stripped.cif,4.89275,7.12611,2.99585,695.5,232.154,0.42326,0.141282,1.45E-05,2.97E-05,0.000214504,7.58E-06,0.00036489,8.47E-05,0.000187603,4728007.813,2253614.94,35987490.25,-20.81107551,-24.24725034,-29.523907,-26.51806972
AJEMAF_stripped.cif,4.38031,6.49539,0.995504,1247.21,1252.85,0.58058,0.583202,6.63E-05,0.00326154,0.0073657,3.36467,0.000225103,3.28E-05,1.49E-05,4435141.148,31759791.46,32547722.68,-23.10141312,-42.67267917,-40.85402132,-66.03209153
AJEMEJ_stripped.cif,4.35906,6.43568,0.990385,1621.14,1636.88,0.6123,0.618244,4.51E-05,0.00113362,0.00574254,48.616,0.00021471,0.0001006,3.22E-05,2861838.95,33714982.73,54720970.04,-21.54520668,-36.40795859,-39.89794693,-69.29527431
AJENOU_stripped.cif,4.35928,6.23549,0.888121,1556.57,1752.65,0.6032,0.679186,4.91E-05,0.00269871,0.0113828,32373.2,0.000193834,8.47E-05,1.15E-05,2524643.673,60606556.76,34742893.11,-21.48843258,-40.61376444,-42.77015646,-85.56341563
AJESAJ_stripped.cif,4.87818,4.98472,0.848967,1999.09,2354.73,0.6722,0.791786,5.17E-06,0.000193902,0.000134437,0.617718,0.001456284,0.000360833,0.000244864,1907044.009,17731064.59,8342369.601,-13.50422841,-29.28194913,-24.75265995,-57.37888687
AJESAJ01_stripped.cif,4.91195,5.01358,0.842991,1967.35,2333.78,0.67486,0.800555,5.08E-06,0.000184751,0.000129036,0.434774,0.00134625,0.000288007,0.000227927,1721902.503,13389622.01,7400893.994,-13.38441184,-29.05667532,-24.60399956,-57.03242262
AJESAJ02_stripped.cif,4.90429,5.0092,0.841755,2051.63,2437.33,0.67376,0.800423,5.07E-06,0.000187304,0.00012963,0.452319,0.001525568,0.000368692,0.000217584,1941572.444,17352079.99,7087168.854,-13.3728414,-29.16056779,-24.63495496,-56.97051231
AJESAJ03_stripped.cif,4.42049,5.24128,0.864449,1590.76,1840.2,0.66394,0.76805,4.39E-06,0.0002145,0.000143618,0.804399,0.001487817,0.000211087,0.000177898,1685974.397,11683768.56,6592881.683,-13.461094,-29.50563061,-26.12776717,-58.15823949
AJIFAB_stripped.cif,4.41308,5.70671,1.04815,1899.71,1812.44,0.69046,0.65874,3.92E-06,0.000388201,0.000305231,1.75341,0.001513164,0.000153851,0.000135636,1856380.377,18686780.75,12953396.29,-13.55721373,-31.58007353,-29.56000233,-58.7260502
AJIHOQ_stripped.cif,6.6748,8.43313,1.21604,1123.14,923.605,0.57824,0.475511,3.41E-05,0.000144838,0.000436795,0.000239403,0.000225466,0.000154931,0.000129831,2790889.712,8145597.908,20585410.65,-22.17497209,-27.74263359,-29.55698067,-38.18000226
AJILIP_stripped.cif,5.14286,5.93026,1.07055,2067.39,1931.15,0.71636,0.669151,8.58E-07,0.0114318,0.000537967,459966,0.001222492,4.89E-06,3.91E-05,335252.7102,17863596.41,6715606.817,-8.617888502,-48.50153933,-35.90311272,-94.35391137
AJOHUE_stripped.cif,7.59677,7.883,0.95032,1718,1807.81,0.71796,0.755493,1.46E-05,6.23E-05,0.000180025,1.58E-05,0.000744406,0.000456803,0.00018271,3085700.612,8079461.742,9330851.816,-16.34346648,-22.05841619,-25.53018047,-19.53531216
AJOTUQ_stripped.cif,3.90913,5.0989,1.55093,1207.94,778.85,0.54994,0.354588,1.06E-05,0.000707837,0.00100948,4.65382,0.000508619,0.000146192,0.000122992,2486611.283,47907419.53,57480853.14,-18.95959782,-37.04196674,-36.16650708,-66.17023008
AJOVEB_stripped.cif,4.85418,5.14852,1.95653,516.36,263.916,0.42894,0.219235,5.73E-06,0.00106454,0.0100573,23.5738,0.000389079,2.09E-05,4.95E-06,1302389.161,12971638.91,29058514.39,-19.95085486,-42.39746634,-46.7326832,-70.95640857
AKAXIU_stripped.cif,9.28889,9.59448,1.34204,1092.26,813.881,0.5878,0.437991,3.48E-06,0.000012988,3.39E-05,0.00288026,0.000877097,0.000364353,0.000352866,1221769.302,1895769.64,4785664.581,-14.25995682,-20.49244349,-22.63819224,-47.35628769
AKAXOA_stripped.cif,9.7872,10.18511,1.3207,1101.24,833.832,0.58942,0.446294,3.33E-06,1.35E-05,3.52E-05,0.0194318,0.000915402,0.000402927,0.000366265,1202887.222,2149934.629,5087831.936,-14.01347996,-21.04515879,-23.04383356,-51.59365416
AKAYAN_stripped.cif,7.78142,8.09892,1.42104,1104.86,777.504,0.5586,0.393093,4.28E-06,1.79E-05,5.22E-05,0.00344828,0.000727593,0.000307915,0.000364107,1320095.769,2331710.19,8067944.612,-15.54355888,-22.02458384,-24.44362704,-47.82432006
AKAYER_stripped.cif,9.37122,9.59311,1.31308,1105.75,842.099,0.59476,0.452949,3.16E-06,1.37E-05,3.24E-05,0.0182615,0.000953316,0.000299258,0.000280438,1181329.161,1611974.889,3562105.161,-13.68850219,-21.39778321,-22.76287928,-51.99973912
AKAYIV_stripped.cif,9.1997,9.48255,1.14308,1070.2,936.247,0.5582,0.488331,5.43E-06,1.40E-05,3.25E-05,2.02E-06,0.001293033,0.000576548,0.000550815,2397438.978,2757699.533,6113245.812,-14.72622407,-19.14152995,-20.69297416,-14.17386242
AKEQUE_stripped.cif,6.18481,6.76873,1.17557,861.689,732.995,0.50776,0.431925,1.08E-05,3.12E-05,0.00010396,3.60E-06,0.000468577,0.000248413,0.0002505,1783602.131,2720802.415,9138572.911,-17.94319705,-22.48598515,-25.2064883,-18.2369794
AKIVEX_stripped.cif,4.16073,4.70885,1.05842,842.371,795.877,0.55254,0.522043,2.77E-05,0.00012765,0.000422965,28.5155,0.00029704,0.000180363,0.000169854,2595247.646,7274125.515,22698248.15,-21.96581092,-27.68276217,-30.01380498,-78.51546206
AKUKUO_stripped.cif,4.38484,5.04792,1.30477,805.696,617.5,0.50342,0.38583,0.000036702,0.000120532,0.00061722,1.64E-05,0.000513771,0.000246452,0.000160116,7344271.267,11569763.56,38491446.89,-22.50306028,-27.70258421,-31.20266966,-26.65012323
ALAHUS_stripped.cif,5.45466,7.1812,1.36604,1263.37,924.836,0.57282,0.419328,8.13E-06,0.0273349,0.00986684,86298200,0.000241258,8.29E-06,9.51E-06,800235.391,92452760.47,38267556.23,-16.64714594,-52.80828103,-48.38130839,-116.5512973
ALEJAE_stripped.cif,14.56862,19.86535,0.314608,1444.2,4590.48,0.8979,2.85403,6.18E-06,1.91E-05,2.61E-05,0.000277096,0.002492866,0.00066194,0.000592758,1447412.091,1185256.073,1451570.353,-9.918635741,-18.00914164,-17.87658059,-34.58860438
ALEJEI_stripped.cif,7.13825,18.06509,0.600782,2132.54,3549.61,0.78558,1.3076,8.56E-06,2.70E-05,4.77E-05,5.07E-05,0.001254975,0.00042569,0.000526273,1926862.999,2064976.494,4504501.105,-13.59196341,-19.66620398,-20.31973116,-28.21218616
ALEJIM_stripped.cif,7.10984,18.20917,0.592075,2116.07,3573.99,0.7878,1.33057,8.48E-06,0.000063688,9.68E-05,0.144595,0.001119029,0.00034506,0.00051083,1676804.595,3884044.783,8741557.591,-13.28834303,-24.13068185,-23.63289551,-54.08562153
ALEQIT_stripped.cif,3.96262,5.78411,1.90553,514.106,269.798,0.42634,0.223739,1.26E-05,0.0185375,0.00410157,1898640,0.000211503,3.10E-06,1.27E-05,1520439.224,32736411.11,29600322.25,-21.63788483,-52.48215635,-45.7688716,-105.8871692
ALICEE_stripped.cif,8.87656,8.89228,1.69743,1117.84,658.547,0.5812,0.342401,8.00E-07,3.04E-06,2.83E-06,0.00669086,0.001527987,0.000413179,0.000737127,619213.0307,636046.8378,1057727.13,-10.51971044,-17.41858756,-14.72099329,-45.53833791
ALICII_stripped.cif,9.44604,9.4646,1.508,1153.63,765.011,0.62204,0.412494,6.61E-07,6.28E-06,2.47E-06,0.104013,0.001472712,0.000172062,0.000535281,438277.8718,486025.1411,594000.7698,-9.517020937,-22.6292785,-14.55548173,-57.68278396
ALIJEL_stripped.cif,3.82313,4.39094,0.722192,613.426,849.395,0.5911,0.81848,2.01E-05,0.00205763,0.00108274,0.0382949,0.000189741,5.65E-05,0.000137033,823917.1254,25076985.28,31985735.06,-19.69165907,-37.30557875,-32.48233269,-46.39096073
ALIWOH_stripped.cif,3.97218,5.13203,2.09918,504.595,240.377,0.49276,0.234739,8.05E-06,4.67E-05,0.000174754,2.53E-05,0.000230275,0.00013852,0.000123196,1161959.531,4054324.439,13490512.97,-21.8124318,-29.94414312,-32.10187926,-32.7300454
ALIXOJ_stripped.cif,5.01976,7.8603,0.979833,1780.96,1817.62,0.63848,0.651621,8.70E-06,0.00100923,0.000674206,0.538725,0.00061314,5.19E-05,0.000160838,1560184.417,15328533.41,31716697.78,-15.78857203,-42.92769968,-35.20690495,-57.23117497
ALIXUP_stripped.cif,5.76928,6.38154,1.33865,1057.06,789.649,0.56334,0.420827,1.50E-06,2.03E-05,0.000171555,0.0640404,0.000279445,0.000106256,5.32E-05,167918.881,862079.2165,3647997.97,-13.37704273,-25.62225108,-32.66851822,-55.94683948
ALOKER_stripped.cif,5.18356,5.57884,1.31064,2742.47,2092.47,0.73766,0.562825,7.52E-07,3.73E-05,6.28E-05,50.3113,0.00176988,0.000127427,0.000133711,520841.3214,1860540.278,3286061.539,-8.470402783,-25.88643177,-26.5309716,-70.24657479
ALOLES_stripped.cif,4.2202,4.85928,2.14004,415.515,194.162,0.4338,0.202707,2.65E-06,0.000294502,0.000365968,10.1382,0.000334651,2.57E-05,5.61E-05,566556.8892,4828556.954,13120437.73,-18.03452883,-39.41957495,-36.17467717,-77.18121552
ALOLOD_stripped.cif,5.03215,7.87135,0.922374,1579.71,1712.66,0.61778,0.669772,1.27E-05,5.12E-05,0.00017469,1.16E-05,0.000487326,0.000222803,0.000193961,1708141.41,3139238.368,9329224.627,-17.22154413,-28.06705109,-27.05698216,-21.23491523
ALONOE_stripped.cif,3.82408,5.02868,1.49996,355.395,236.935,0.40518,0.270126,5.74E-05,0.000293873,0.00153516,7.60E-06,0.000473916,0.000138125,0.000265285,12181742.84,18174703.8,182347898.4,-26.1417421,-32.88215606,-35.70934442,-23.77114409
ALUKIC_stripped.cif,6.76583,8.54414,0.566916,2925.35,5160.11,0.79046,1.39431,6.88E-06,0.000910062,9.39E-05,9881140,0.001591476,5.99E-05,0.000320488,1852365.895,9221930.161,5094134.696,-11.49256253,-41.44494543,-26.2412499,-99.21076584
ALUKOI_stripped.cif,6.75793,8.54927,0.579935,2933.33,5058.02,0.7899,1.36205,6.75E-06,0.000200852,4.62E-05,790.073,0.001487444,8.23E-05,0.00061035,1738982.19,2860167.31,4879192.258,-11.49837392,-35.16301591,-20.7884843,-79.05308775
ALUKUO_stripped.cif,6.77277,8.54937,0.582414,2935.33,5039.94,0.78998,1.35639,6.77E-06,0.000242855,4.94E-05,863.424,0.001813217,8.15E-05,0.000634126,2133900.061,3441965.139,5449938.001,-11.5173705,-35.23189498,-21.34864035,-84.0989937
ALULAV_stripped.cif,6.74643,8.53138,0.590912,2940.91,4976.9,0.78928,1.3357,6.75E-06,3.88E-05,3.19E-05,3.17357,0.00160193,0.000477077,0.000753609,1907231.617,3268595.716,4239402.952,-11.56441006,-24.57089717,-17.61819965,-60.4617092
AMAFUQ_stripped.cif,5.81456,6.73945,2.08874,784.691,375.676,0.44786,0.214416,2.57E-05,7.36E-05,0.000241735,1.38E-06,0.000639222,0.0003505,0.000355091,10247908.93,16082780.31,53520309.84,-20.65774833,-24.50966728,-26.57935041,-12.60671462
AMAGAX_stripped.cif,6.09475,6.9357,1.45916,843.65,578.177,0.4564,0.312784,2.21E-05,6.15E-05,0.000192558,1.35E-06,0.000930852,0.000468497,0.000293473,8951231.624,12544537,24614310.48,-19.99611093,-23.8232584,-25.79585565,-12.30722254
AMAPUZ_stripped.cif,5.68024,6.30809,0.513617,3329.66,6482.77,0.81324,1.58336,5.50E-06,0.000229742,0.00018005,46.0315,0.00274807,0.000273314,0.000520899,2318802.661,9627113.169,14379420.02,-10.57988686,-28.30104353,-24.87010193,-67.53367505
AMAQAG_stripped.cif,5.39185,6.77784,0.495066,3568.58,7208.3,0.82804,1.67259,3.02E-06,7.72E-05,7.37E-05,89.36,0.002369953,0.00035605,0.00035187,1057870.747,4061711.448,3831854.532,-8.49912459,-24.35511906,-22.16082713,-69.67663056
AMAQAG02_stripped.cif,5.35072,6.77466,0.495065,3585.21,7241.89,0.82812,1.67275,3.03E-06,7.41E-05,7.06E-05,244.975,0.002506017,0.000327195,0.000371443,1121576.851,3584340.456,3876117.157,-8.510913139,-24.17062017,-22.05000415,-67.15077816
AMAQEK_stripped.cif,5.36735,5.7889,0.705204,2696.15,3823.22,0.7466,1.0587,6.43E-06,3.37E-05,4.83E-05,0.00962473,0.004162973,0.000738316,0.001392905,5636920.545,5229981.45,14158561.16,-12.02222389,-19.87659319,-18.5639415,-42.12015394
AMILOY_stripped.cif,9.18975,11.02657,1.00746,1126.39,1118.05,0.60286,0.598394,2.76E-05,0.00188405,0.00235162,6.57765,0.000309217,6.92E-05,3.83E-05,2569753.765,39180713.32,27085398.75,-22.92130752,-43.66240378,-40.17856567,-71.20032112
AMILUE_stripped.cif,11.08404,11.38162,0.982366,1120,1140.11,0.60884,0.619769,2.66E-05,0.0031453,0.00235491,274.642,0.000437201,5.73E-05,2.89E-05,3404837.773,52878314.89,19943169.03,-22.78551965,-45.93760095,-40.25270042,-79.65581671
AMIMAL_stripped.cif,9.50061,11.07068,0.988926,1137.35,1150.09,0.6074,0.614201,2.72E-05,0.00238456,0.00216159,6.9649,0.000363794,0.000106384,4.31E-05,2923607.446,74886322.98,27496149.18,-22.95716109,-44.80902045,-39.70051257,-72.60794389
AMIMEP_stripped.cif,3.85563,5.11299,1.51056,134.407,88.9781,0.38428,0.254395,1.99E-05,0.00319937,0.00290906,67.0999,0.000186453,0.000100379,8.50E-06,1675060.757,144810526.4,11143333.32,-25.91364247,-47.02886488,-42.4413155,-80.97024802
AMIYIF_stripped.cif,3.87053,5.7592,1.34761,225.734,167.506,0.54876,0.407209,3.34E-05,0.000163584,0.00090801,0.00001078,9.51E-05,0.000114369,7.35E-05,1279282.534,7526065.266,26829069.1,-24.83195218,-31.36200214,-35.33861722,-22.15965366
AMOCAH_stripped.cif,4.33409,5.48878,1.67445,1564.49,934.325,0.61022,0.364429,4.91E-06,2.09E-05,0.000105145,1.72E-05,0.000480795,0.000294127,0.000177517,1180317.571,3066765.337,9329462.673,-17.17723707,-22.51316989,-27.91010891,-24.29962934
AMOFAK_stripped.cif,6.72824,8.37339,0.577283,2936.09,5086.05,0.78152,1.35379,8.11E-06,0.000172534,5.32E-05,6737.09,0.001758048,0.000136672,0.0005452,2455972.677,4063476.49,5001139.201,-12.02470066,-33.99832859,-20.45965006,-80.46659623
AMOYOR_stripped.cif,4.50981,4.83839,1.16972,537.684,459.669,0.4671,0.399327,0.000039426,0.000165751,0.000709383,5.64E-06,0.000578361,0.000206073,0.00028479,7961937.87,11926538.85,70541224.75,-23.55306875,-29.41538632,-31.96012195,-20.8740384
AMUFOF_stripped.cif,4.36379,5.11388,1.34461,595.429,442.825,0.50074,0.372404,1.33E-05,0.000475607,0.000197112,2001.6,0.000402322,2.98E-05,0.000151278,2140156.982,5688472.759,11968533.08,-20.95024574,-41.31655298,-29.65582564,-86.78220853
AMUKIE_stripped.cif,4.36671,4.52774,1.98571,462.612,232.97,0.40392,0.203413,1.31E-05,0.00024541,0.000484216,0.000522076,0.000481428,0.000160665,0.000122707,3744969.763,23371408.86,35219339.14,-22.71430566,-34.78020972,-34.54296642,-41.76584008
AMUWIP_stripped.cif,7.76019,9.95833,1.32152,919.782,696.004,0.53352,0.403717,6.99E-06,1.91E-05,5.83E-05,1.07E-06,0.000413383,0.000275418,0.000152326,1140148.854,2076337.618,3502897.082,-18.18096183,-22.80621091,-25.65731637,-12.13234632
AMUWUB_stripped.cif,8.69532,10.40349,0.914151,1361.46,1489.31,0.64902,0.70997,4.40E-06,1.59E-05,7.87E-05,0.00161559,0.000735201,0.000248972,0.000135199,882999.3173,1080479.563,2902946.618,-14.09181758,-21.33044692,-27.00188178,-42.65333626
AMUXAI_stripped.cif,8.6569,10.43855,0.940824,1339.6,1423.86,0.64008,0.68034,4.71E-06,1.70E-05,8.58E-05,0.00191801,0.000772162,0.000274878,0.000108923,1022252.137,1310321.027,2626143.881,-14.43484483,-21.67192567,-27.44860905,-42.46320195
AMUXIR_stripped.cif,4.19704,5.3878,1.21051,791.141,653.559,0.4871,0.402392,1.96E-05,6.24E-05,0.000490269,1.01E-05,0.000311803,0.000193491,0.00011105,2209042.792,4366149.812,19673336.92,-21.68077077,-26.84658162,-32.87625894,-21.90085472
ANAGON_stripped.cif,4.08141,6.08999,2.10074,1562.03,743.563,0.58356,0.277787,1.62E-06,3.30E-05,0.000175974,159.036,0.000392206,7.00E-05,0.000118836,398668.0568,1446197.649,13113631.93,-14.86033664,-30.68192161,-35.33922206,-76.51443733
ANAWIX_stripped.cif,5.01969,5.45667,1.52823,1248.8,817.153,0.56148,0.367405,1.15E-05,0.00493415,0.277037,34667.8,0.000761846,6.01E-05,2.89E-05,3997844.574,135303982.5,3649811188,-18.31902918,-41.30412391,-52.76274397,-89.32275968
ANAWOD_stripped.cif,6.10595,6.92762,1.43826,1376.42,956.997,0.59186,0.41151,1.18E-05,0.000119652,0.000659998,0.0025822,0.000457417,0.000215414,0.00017265,2319070.487,11065871.08,48921865.74,-17.62765237,-28.06627929,-33.27541727,-43.03952216
ANIDIL_stripped.cif,4.44244,5.09322,1.49981,400.892,267.295,0.40752,0.271714,9.88E-06,3.32E-05,0.000134128,1.20E-06,9.47E-05,8.87E-05,5.64E-05,419018.7526,1320699.847,3388173.365,-21.93323765,-27.17993987,-29.73735692,-16.08675838
ANUGEW_stripped.cif,10.20513,14.44193,0.443471,2023.94,4563.85,0.82766,1.86632,6.39E-06,1.50E-05,2.27E-05,2.94E-05,0.00140586,0.000591785,0.000582488,1189774.321,1178274.73,1749256.859,-11.09095323,-16.03905955,-16.29145066,-26.53409705
ANUGIA_stripped.cif,6.77459,13.85265,0.603668,2143.03,3550.01,0.7834,1.29773,7.92E-06,2.02E-05,0.000032599,3.90E-05,0.00109662,0.000612905,0.000627966,1565580.595,2228261.678,3688871.938,-12.30909776,-16.7434591,-17.25620713,-25.21103022
ANUGOG_stripped.cif,7.0884,11.37659,0.58467,2341,4003.97,0.7768,1.32861,9.08E-06,2.52E-05,4.20E-05,2.27E-05,0.00098036,0.000557155,0.000547947,1553232.006,2452843.96,4014288.771,-13.0925236,-17.99018712,-18.48014854,-25.57204463
ANUGUM_stripped.cif,7.02092,8.26528,0.68036,2348.11,3451.27,0.744,1.09354,1.37E-05,3.61E-05,7.31E-05,4.77E-06,0.001750079,0.000787921,0.000802502,4856106.259,5775538.546,11922062.72,-14.97975963,-19.14905135,-20.43750986,-14.83982009
APARAM_stripped.cif,11.06313,12.00094,0.965457,952.176,986.243,0.5942,0.61546,8.32E-05,0.000182273,0.0049827,0.0350474,1.20E-05,3.00E-05,1.16E-06,288571.8314,1578048.806,1660131.185,-30.5252537,-32.33454258,-41.10490058,-52.39637149
APAYIB_stripped.cif,4.21212,5.96805,1.10941,1735.04,1563.93,0.6101,0.549932,3.18E-05,0.0123529,0.00446308,2110180,0.001478182,1.44E-05,7.29E-05,15585704.17,58998852.85,107696041.1,-20.26276174,-47.55621373,-39.19888699,-103.6783794
APAYOH_stripped.cif,4.32559,6.13125,1.11146,1854.07,1668.14,0.61572,0.553972,0.00003038,0.00661653,0.00230936,215889,0.001337398,4.25E-05,0.000150907,13480231.74,93239451.42,115624194.3,-20.15407863,-45.75903747,-36.50227064,-99.51431715
APAYUN_stripped.cif,4.10555,6.02417,1.04671,1619.09,1546.83,0.6149,0.587459,2.53E-05,0.00214904,0.00176522,6468.8,0.001146459,5.33E-05,0.000147499,9045857.134,35774380.35,81351982.36,-19.2526923,-40.81712182,-34.87240485,-83.38502813
APAZAU_stripped.cif,4.51844,6.57194,0.970314,2164.01,2230.21,0.63638,0.65585,2.72E-05,0.00512972,0.00211718,810785,0.001655389,2.90E-05,0.000159238,13052988.08,43084060.54,97649673.71,-19.24029254,-45.54541541,-37.26401863,-101.5904922
APAZEY_stripped.cif,4.70522,6.61049,0.97171,2152.81,2215.49,0.63522,0.653713,2.59E-05,0.00231008,0.00111104,47319.1,0.001580241,3.68E-05,0.000221809,11875651.69,24645907.91,71482754.87,-19.08070249,-42.81514067,-34.21459981,-93.48782019
APAZIC_stripped.cif,4.86225,7.1095,0.893607,2110.59,2361.87,0.65452,0.732448,2.24E-05,0.00106949,0.000794941,50542.6,0.00182444,8.70E-05,0.000281554,10878114.46,24833859.92,59703228.43,-18.32814417,-39.39324626,-33.02336399,-84.3778074
APAZOI_stripped.cif,4.28228,6.38612,1.14648,1536.53,1340.21,0.61154,0.533405,2.35E-05,0.00203358,0.0016688,17344.2,0.000489501,8.04E-05,9.36E-05,3939029.908,55981888.91,53460671.14,-19.77131884,-40.47737087,-35.09388265,-85.47404891
APEBEE_stripped.cif,4.06272,5.40727,1.31041,980.462,748.21,0.50734,0.387161,3.63E-05,0.00282768,0.00613454,19.6222,0.000160401,2.56E-05,1.04E-05,2275387.999,28359891.16,24977836.83,-22.85626229,-43.18081585,-41.76781957,-70.92242565
AQATER_stripped.cif,5.2416,6.13,1.16397,587.635,504.852,0.45106,0.387517,1.41E-05,3.87E-05,0.000155214,2.16E-06,0.000719452,0.000300351,0.000286601,3524941.292,4042235.687,15456305.4,-19.85504869,-24.31203219,-27.24170314,-16.92657393
AQEKOX_stripped.cif,4.09181,4.76191,0.839959,2062.69,2455.71,0.69244,0.824373,3.33E-06,0.00317708,0.000507323,1631.82,0.001194514,1.83E-05,0.000199305,998050.3692,14604639.36,25352265.7,-12.3246346,-39.17512621,-30.06745518,-81.88316561
AQEKUD_stripped.cif,4.21455,4.86992,0.78993,2213.13,2801.68,0.70176,0.888382,3.23E-06,0.0142184,0.00126547,260693,0.001256697,1.89E-05,0.00013003,956672.1484,63512900.33,38800537.25,-11.87668216,-43.02136598,-33.62060972,-100.9561997
AQIFOW_stripped.cif,3.97981,4.41733,1.47739,348.258,235.725,0.43748,0.296116,1.20E-05,0.00475566,0.0106619,0.615234,0.002063199,1.18E-05,0.000184006,10947134.11,24720299.46,865200819.2,-21.55621683,-47.9179202,-44.54601719,-60.03211947
AQOWIN_stripped.cif,3.80296,4.92443,1.17999,1319.16,1117.94,0.62452,0.529259,1.00E-05,0.000709729,0.00208852,4.41785,0.000182086,9.99E-05,1.78E-05,642635.7669,24969336.25,13070433.81,-17.7900326,-35.01208638,-37.41321507,-64.93588946
