MOF Name,PLD (log10),LCD (log10),Density (g/cc),VSA (m2/cc),VF ,DC_CH4 (log10),DC_CO2 (log10),DC_H2S (log10),Qst_CH4,Qst_CO2,Qst_H2S,Qst_H2O
ACUFEK_stripped.cif,0.881637969,1.11953268,0.841175,2081.64,0.76578,-3.13,-3.33,-3.39,-12.61792834,-16.28238325,-18.40756647,-10.34029863
ACUTOI_stripped.cif,0.656891287,0.715181583,1.7199400000000002,652.373,0.40615999999999997,-3.42,-3.89,-3.76,-22.60224237,-29.90071483,-34.74488418,-37.96705026
ADASAB_stripped.cif,1.130016779,1.3585182759999999,0.343941,1654.07,0.8704,-2.72,-2.97,-3.28,-8.759419326,-12.8555114,-16.75761236,-43.97769599
ADASEF_stripped.cif,0.996943563,1.334832588,0.46730900000000003,1892.44,0.8356600000000001,-3.08,-3.46,-3.52,-13.36867784,-17.35466019,-21.95783169,-50.73639889
ADASIJ_stripped.cif,0.8203558329999999,1.261128871,0.6292479999999999,2097.43,0.77242,-3.04,-3.36,-3.2,-13.49404997,-18.92192767,-19.12019278,-26.4333466
ADASOP_stripped.cif,0.825174167,1.2562259409999998,0.63164,2116.69,0.7722600000000001,-2.94,-3.64,-3.29,-14.10586841,-28.700128499999998,-24.31033647,-50.95151014
ADATAC_stripped.cif,1.011713775,1.42066177,0.337271,1730.68,0.8704799999999999,-2.8,-3.38,-3.22,-11.47776001,-21.88124164,-21.18074604,-51.40084408
ADATIK_stripped.cif,1.085442573,1.3898458880000002,0.377573,1719.8,0.86924,-2.88,-3.17,-3.15,-11.26592188,-16.94865209,-18.03384533,-44.36458256
ADATUW_stripped.cif,0.9474552890000001,1.014784647,0.7885409999999999,1671.53,0.6547,-3.21,-3.76,-3.71,-14.81097902,-24.31976453,-27.01385698,-35.20371061
ADAXIO_stripped.cif,0.699712014,0.757913533,1.28062,930.5219999999999,0.49643999999999994,-3.65,-4.05,-3.8,-21.42485551,-25.86621032,-28.37423849,-15.14266821
ADIPUA_stripped.cif,0.592838247,0.6398837470000001,1.2294399999999999,592.133,0.48983999999999994,-3.68,-3.59,-3.97,-27.48411444,-34.36590317,-36.51571718,-18.54527534
ADIQEL_stripped.cif,0.592580874,0.646751611,1.23763,470.121,0.48231999999999997,-4.1,-3.62,-4.58,-29.07331255,-35.66615785,-38.98994706,-19.80859806
ADOCAY_stripped.cif,0.585565624,0.734609434,1.70055,296.122,0.45174,-3.42,-3.74,-3.98,-21.42180489,-28.53148918,-29.7853115,-25.04516449
ADOCIG_stripped.cif,0.5831488779999999,0.731461439,1.74701,294.765,0.45111999999999997,-3.4,-3.85,-3.8,-21.53979137,-28.78603076,-29.977891800000002,-25.06297836
ADODII_stripped.cif,0.726216022,0.7762303220000001,1.21662,883.082,0.53588,-3.09,-3.37,-3.28,-20.98461397,-25.64727047,-27.380540399999997,-15.13698953
ADODOO_stripped.cif,0.724844996,0.7741474759999999,1.28796,876.041,0.5229,-3.03,-3.33,-3.35,-21.52084402,-26.09177603,-28.03207844,-15.13941132
ADODUU_stripped.cif,0.723080325,0.773112547,1.3157299999999998,868.45,0.51958,-3.07,-3.36,-3.25,-21.75498628,-26.32226671,-28.337783299999998,-15.19635143
ADONOX_stripped.cif,0.8364709659999999,0.89109011,0.854856,1665.38,0.65304,-3.37,-4.37,-4.15,-17.21052179,-35.23976688,-31.38865353,-42.49464093
ADUBAE_stripped.cif,0.82460219,0.87667788,1.0241200000000001,1042.09,0.5556399999999999,-3.42,-4.6,-4.17,-13.35602743,-37.86325412,-27.78585683,-56.88199592
ADUQOH_stripped.cif,0.6905903109999999,0.779962818,1.03729,1124.18,0.53064,-3.6,-3.78,-4.09,-22.01791391,-27.50107721,-34.55890495,-30.63912031
ADUREW_stripped.cif,0.893231744,0.97110878,0.520844,2913.01,0.8319200000000001,-2.59,-3.29,-3.36,-9.651105487,-21.83206583,-23.21119102,-53.50393369
ADUWIH_stripped.cif,0.8163327909999999,0.9677215659999999,0.722123,1887.52,0.71238,-3.28,-3.43,-3.49,-14.81452975,-20.18632821,-22.55572815,-51.82802664
ADUWON_stripped.cif,0.777951429,1.214296663,0.521247,2238.55,0.77264,-2.95,-3.3,-3.21,-13.77397978,-20.32973455,-19.91396324,-35.34628637
AFEHAV_stripped.cif,0.642608931,0.726443562,0.600055,1677.18,0.63442,-2.98,-3.58,-3.44,-15.27611274,-27.44236138,-26.39750872,-33.75756923
AFEHUO_stripped.cif,0.8938776690000001,0.9805405640000001,0.915349,1714.34,0.67098,-2.85,-3.95,-4.39,-15.422413,-27.94594019,-35.52833283,-46.64571824
AFEJIE_stripped.cif,0.675266782,0.7273704329999999,1.24726,545.071,0.5091399999999999,-3.8,-5.87,-5.52,-24.55665453,-55.20576458,-52.26506081,-71.78921038
AFEJOK_stripped.cif,0.7090561540000001,0.776346632,1.12775,1416.59,0.57484,-3.43,-3.98,-3.73,-18.40477412,-30.441889399999997,-38.352188,-45.43873439
AFEYAL02_stripped.cif,0.6934516909999999,0.734137085,1.06915,2773.95,0.71844,-2.45,-3.87,-3.44,-12.68680673,-33.26381827,-26.60501442,-57.05769853
AFEYAL03_stripped.cif,0.68927955,0.7297647709999999,1.06274,2818.61,0.72148,-2.24,-3.91,-3.31,-12.6975722,-32.94260835,-26.41911031,-55.81089596
AFEYAL05_stripped.cif,0.709907363,0.738745687,1.03583,2741.53,0.7254,-2.26,-3.57,-3.39,-12.0787013,-29.50758276,-25.42219255,-57.97657217
AFEYAL06_stripped.cif,0.7101088990000001,0.737345335,1.05341,2739.21,0.72042,-2.32,-3.55,-3.43,-12.23797045,-29.88000942,-25.52875097,-56.32032735
AFILEH_stripped.cif,0.83749753,0.892483067,0.8517950000000001,1643.89,0.65194,-3.36,-4.42,-4.35,-17.0935353,-35.41120092,-31.50068449,-43.65500663
AFIPAH_stripped.cif,0.590866345,0.641252941,1.83886,461.376,0.49158,-4.13,-4.1,-5.4,-20.63360569,-53.50003184,-44.45019965,-99.11054991
AFITEP_stripped.cif,0.613094108,0.665230976,1.06929,928.2660000000001,0.5312399999999999,-3.68,-3.42,-4.07,-24.34524631,-29.55764448,-33.42216813,-18.26496947
AFITIT_stripped.cif,0.730109325,0.865186915,1.01683,1115.83,0.55594,-3.57,-3.91,-3.82,-20.06130737,-25.62375414,-28.72010457,-16.83541012
AFOTOF_stripped.cif,0.8309798070000001,0.9454090009999999,1.07439,1472.61,0.62198,-3.93,-4.86,-4.36,-23.36427479,-39.9381076,-33.72695744,-87.6537958
AFOTUL_stripped.cif,0.8333651609999999,0.945132147,1.05968,1504.32,0.6257199999999999,-3.79,-5.13,-4.67,-23.07685006,-39.57620442,-33.64845124,-91.70119124
AFOVAT_stripped.cif,0.8155166509999999,0.922022858,1.04077,1488.96,0.62044,-3.95,-4.44,-4.26,-22.90806997,-31.80233327,-33.07020759,-71.47944446
AFOVEX_stripped.cif,0.836831551,0.945953818,1.02206,1498.63,0.6298199999999999,-3.77,-4.83,-4.4,-22.96056836,-43.74334872,-34.04333453,-96.90801362
AFOVIB_stripped.cif,0.828941388,0.944626262,1.09481,1482.59,0.6201399999999999,-4.17,-4.21,-4.57,-23.61734523,-31.52334574,-33.97408603,-69.21311062
AFUKAP_stripped.cif,0.6950690759999999,0.86642381,0.9591430000000001,1305.85,0.5855199999999999,-3.45,-3.61,-3.91,-18.93756787,-24.37150377,-27.18123199,-26.620938800000005
AFUKET_stripped.cif,0.679847451,0.7763081079999999,0.959709,1397.98,0.5875600000000001,-4.07,-4.17,-4.38,-25.24044861,-40.61301694,-34.96031156,-80.85237597
AFUPEX_stripped.cif,0.661577971,0.736206806,1.3864100000000001,1768.78,0.6308,-3.08,-3.88,-3.71,-17.37821217,-33.9883419,-29.57316341,-71.69623601
AGADUI_stripped.cif,0.585755048,0.64679373,1.3477,98.5762,0.36156,-3.78,-3.95,-4.17,-23.43306818,-28.56975728,-31.51643449,-16.1982519
AGARUW_stripped.cif,0.795395422,0.830745807,1.77195,1099.77,0.51774,-3.13,-4.18,-4.0,-16.10650952,-35.21138875,-30.38358577,-74.74098149999999
AGASUX_stripped.cif,0.587804098,0.660945123,1.1615799999999998,482.85,0.46812,-4.28,-4.58,-4.43,-24.73532557,-34.10227303,-35.964701399999996,-22.60147201
AGAWOU_stripped.cif,0.6594674189999999,0.764170152,1.0199799999999999,2053.27,0.6679999999999999,-3.01,-3.4,-3.22,-15.674359599999999,-23.05385819,-25.59659639,-43.50382846
AGAWUA_stripped.cif,0.711747351,0.859025955,1.10112,1315.16,0.59896,-3.54,-4.84,-4.29,-19.29135029,-39.51807463,-32.69448048,-69.4676989
AGAXEL_stripped.cif,0.7668268659999999,0.790502609,1.0852899999999999,1304.39,0.59678,-3.08,-4.74,-4.31,-18.86090724,-40.10985332,-37.48014494,-65.23523048
AGAXIP_stripped.cif,0.831297587,0.9060606920000001,0.793145,1921.39,0.6703600000000001,-3.3,-4.22,-3.96,-16.89705306,-36.80143293,-28.32733674,-64.15333744
AGAYAI_stripped.cif,0.88876621,0.9975161290000001,0.642935,2126.32,0.74632,-2.96,-3.29,-3.23,-12.604647400000001,-17.20920272,-17.99342225,-30.00050361
AGOFAF_stripped.cif,0.5825258329999999,0.801634175,1.01388,531.92,0.59118,-3.77,-3.92,-4.04,-21.00987632,-27.59642144,-29.73984628,-18.79327796
AGOFEJ_stripped.cif,0.940296792,1.100845941,0.583675,1896.05,0.75884,-3.41,-3.6,-3.65,-16.04309022,-20.89375001,-25.12451086,-25.66240239
AGOHOV_stripped.cif,0.600586321,0.680915394,1.3562,579.683,0.46636000000000005,-3.65,-3.9,-3.81,-25.85150684,-32.39833033,-34.81980772,-21.23831893
AGOVID_stripped.cif,0.93693627,1.09623442,0.6422100000000001,2031.03,0.7613,-3.21,-3.64,-3.57,-14.43018743,-21.83856409,-21.81171813,-14.79713259
AGOWAW_stripped.cif,0.9204682240000001,1.133472801,0.746106,1835.7,0.7336600000000001,-3.58,-3.88,-4.17,-18.62572582,-27.40043179,-26.84719201,-15.49911565
AGOWEA_stripped.cif,0.65718593,0.919867999,1.19036,1009.76,0.62074,-3.74,-4.15,-4.85,-22.708951100000004,-30.54450857,-32.82448241,-21.13342779
AGUSUR_stripped.cif,0.6206211110000001,0.6890503370000001,1.2631700000000001,314.257,0.43354,-3.23,-3.83,-3.96,-15.555320199999999,-27.77670397,-38.8242861,-58.44024928
AGUVAA_stripped.cif,0.625172466,0.785551198,0.975981,1975.42,0.6351,-3.2,-3.53,-3.65,-14.68343279,-23.810046,-23.35070532,-47.15633949
AGUXOR_stripped.cif,0.583708742,0.75269825,1.54136,851.112,0.5132,-3.74,-4.94,-4.91,-16.37556806,-46.86941105,-47.68099354,-97.81897164
AHAYIT_stripped.cif,0.660597992,0.832675573,1.15248,984.395,0.52758,-3.8,-3.96,-4.05,-22.11767657,-30.17122352,-33.90029289,-24.91873661
AHAYOZ_stripped.cif,0.6373446070000001,0.846629018,1.14439,1016.92,0.5332399999999999,-3.78,-4.01,-4.13,-21.78200734,-29.73960473,-33.36748022,-24.47094441
AHAYUF_stripped.cif,0.6910646859999999,0.8083143,1.22516,1085.66,0.5234,-3.51,-3.67,-3.75,-18.08732998,-24.12571429,-26.26511943,-18.22163375
AHEBAS_stripped.cif,0.7168885690000001,0.876284828,1.05684,1581.14,0.6200399999999999,-3.44,-3.59,-3.66,-18.4108845,-25.86484431,-27.64515615,-34.67988439
AHETAK_stripped.cif,0.811900605,0.9889262129999999,0.987316,1798.21,0.64102,-3.21,-3.35,-3.51,-14.46244289,-16.85210899,-20.35011261,-10.992633099999999
AHOLAM_stripped.cif,0.853658673,0.997751493,0.9633440000000001,1436.19,0.64336,-3.76,-4.4,-4.06,-20.75715774,-34.70830603,-29.6867494,-42.08392586
AHORAR_stripped.cif,0.742216717,0.899999325,0.827449,1683.08,0.64082,-3.45,-3.63,-3.97,-19.55558851,-23.59028752,-26.93073348,-30.35205047
AHORUL_stripped.cif,0.8398242140000001,0.844731837,1.59742,227.74099999999999,0.37592,-3.38,-3.67,-3.59,-16.13311138,-19.89035469,-21.13819598,-12.80866544
AHOZIG_stripped.cif,0.632497784,0.713384687,1.1489200000000002,909.51,0.5472600000000001,-3.87,-4.9,-4.12,-23.82003348,-44.12782437,-36.58014198,-65.64202074
AHOZII_stripped.cif,0.7879844290000001,0.858132791,0.9517040000000001,1416.42,0.6178,-3.34,-3.87,-3.95,-17.46748377,-28.08993819,-31.15402225,-25.165370199999998
AJAGIC_stripped.cif,0.588486839,0.729602105,2.4391,603.694,0.45436000000000004,-3.66,-3.62,-3.95,-20.33822664,-26.21248013,-30.06268638,-36.83741817
AJAGOI_stripped.cif,0.847608438,0.865362223,2.12665,838.89,0.4993,-3.34,-3.73,-3.82,-16.25701587,-22.81263358,-25.83368866,-35.25890388
AJAKON_stripped.cif,0.635788249,0.722345942,1.36723,781.035,0.5109199999999999,-3.56,-4.2,-4.14,-22.06820569,-37.75379269,-35.91940941,-64.84774384
AJAYIT_stripped.cif,0.6895530259999999,0.8528525220000001,2.99585,695.5,0.42326,-3.44,-4.07,-3.73,-20.81107551,-24.24725034,-29.523907,-26.51806972
AJEMAF_stripped.cif,0.641504847,0.812605232,0.9955040000000001,1247.21,0.58058,-3.65,-4.48,-4.83,-23.10141312,-42.67267917,-40.85402132,-66.03209153
AJEMEJ_stripped.cif,0.639392847,0.8085944420000001,0.9903850000000001,1621.14,0.6123,-3.67,-4.0,-4.49,-21.54520668,-36.40795859,-39.89794693,-69.29527431
AJENOU_stripped.cif,0.639414765,0.794870587,0.8881209999999999,1556.57,0.6032,-3.71,-4.07,-4.94,-21.48843258,-40.61376444,-42.77015646,-85.56341563
AJESAJ_stripped.cif,0.688257821,0.697640768,0.848967,1999.09,0.6722,-2.84,-3.44,-3.61,-13.50422841,-29.28194913,-24.75265995,-57.37888687
AJESAJ01_stripped.cif,0.691253937,0.7001479490000001,0.8429909999999999,1967.35,0.67486,-2.87,-3.54,-3.64,-13.38441184,-29.05667532,-24.60399956,-57.03242262
AJESAJ02_stripped.cif,0.6905761429999999,0.6997683720000001,0.8417549999999999,2051.63,0.67376,-2.82,-3.43,-3.66,-13.372841399999999,-29.16056779,-24.63495496,-56.97051231
AJESAJ03_stripped.cif,0.645470412,0.7194373609999999,0.864449,1590.76,0.66394,-2.83,-3.68,-3.75,-13.461094000000001,-29.50563061,-26.12776717,-58.15823949
AJIFAB_stripped.cif,0.6447418,0.756385803,1.04815,1899.71,0.6904600000000001,-2.82,-3.81,-3.87,-13.55721373,-31.58007353,-29.56000233,-58.726050199999996
AJIHOQ_stripped.cif,0.8244382570000001,0.925988795,1.21604,1123.14,0.57824,-3.65,-3.81,-3.89,-22.17497209,-27.74263359,-29.55698067,-38.18000226
AJOHUE_stripped.cif,0.880628978,0.896691527,0.95032,1718.0,0.71796,-3.13,-3.34,-3.74,-16.34346648,-22.05841619,-25.53018047,-19.53531216
AJOTUQ_stripped.cif,0.592080113,0.707476495,1.55093,1207.94,0.54994,-3.29,-3.84,-3.91,-18.95959782,-37.04196674,-36.16650708,-66.17023008
AJOVEB_stripped.cif,0.686115877,0.711682404,1.9565299999999999,516.36,0.42894,-3.41,-4.68,-5.31,-19.95085486,-42.39746634,-46.732683200000004,-70.95640857
AKAXIU_stripped.cif,0.96796382,0.9820214420000001,1.34204,1092.26,0.5878,-3.06,-3.44,-3.45,-14.25995682,-20.49244349,-22.63819224,-47.35628769
AKAXOA_stripped.cif,0.9906584629999999,1.007965724,1.3207,1101.24,0.5894199999999999,-3.04,-3.39,-3.44,-14.01347996,-21.04515879,-23.04383356,-51.59365416
AKAYAN_stripped.cif,0.891058857,0.908427109,1.4210399999999999,1104.86,0.5586,-3.14,-3.51,-3.44,-15.54355888,-22.02458384,-24.44362704,-47.82432006
AKAYER_stripped.cif,0.9717961340000001,0.981959424,1.31308,1105.75,0.5947600000000001,-3.02,-3.52,-3.55,-13.68850219,-21.39778321,-22.76287928,-51.99973912
AKAYIV_stripped.cif,0.963773665,0.9769251409999999,1.1430799999999999,1070.2,0.5582,-2.89,-3.24,-3.26,-14.72622407,-19.14152995,-20.69297416,-14.17386242
AKEQUE_stripped.cif,0.7913263620000001,0.8305071909999999,1.17557,861.689,0.50776,-3.33,-3.6,-3.6,-17.94319705,-22.48598515,-25.2064883,-18.2369794
AKIVEX_stripped.cif,0.619169534,0.6729148559999999,1.0584200000000001,842.3710000000001,0.5525399999999999,-3.53,-3.74,-3.77,-21.96581092,-27.68276217,-30.01380498,-78.51546206
AKUKUO_stripped.cif,0.641953751,0.703112464,1.30477,805.696,0.50342,-3.29,-3.61,-3.8,-22.50306028,-27.70258421,-31.20266966,-26.65012323
ALAHUS_stripped.cif,0.736767685,0.856197022,1.36604,1263.37,0.57282,-3.62,-5.08,-5.02,-16.64714594,-52.80828103,-48.38130839,-116.5512973
ALEJAE_stripped.cif,1.1634184159999998,1.298096221,0.314608,1444.2,0.8979,-2.6,-3.18,-3.23,-9.918635741000001,-18.00914164,-17.87658059,-34.58860438
ALEJEI_stripped.cif,0.8535917540000001,1.25684013,0.6007819999999999,2132.54,0.7855800000000001,-2.9,-3.37,-3.28,-13.59196341,-19.66620398,-20.31973116,-28.21218616
ALEJIM_stripped.cif,0.8518598270000001,1.26029015,0.592075,2116.07,0.7878,-2.95,-3.46,-3.29,-13.28834303,-24.13068185,-23.63289551,-54.08562153
ALEQIT_stripped.cif,0.597982427,0.7622365440000001,1.90553,514.106,0.42633999999999994,-3.67,-5.51,-4.9,-21.63788483,-52.48215635,-45.768871600000004,-105.8871692
ALICEE_stripped.cif,0.9482446929999999,0.949013129,1.69743,1117.84,0.5812,-2.82,-3.38,-3.13,-10.51971044,-17.41858756,-14.72099329,-45.53833791
ALICII_stripped.cif,0.97524978,0.9761022640000001,1.508,1153.63,0.6220399999999999,-2.83,-3.76,-3.27,-9.517020937,-22.6292785,-14.55548173,-57.68278396
ALIJEL_stripped.cif,0.582419066,0.6425575029999999,0.7221920000000001,613.4259999999999,0.5911,-3.72,-4.25,-3.86,-19.69165907,-37.30557875,-32.48233269,-46.39096073
ALIWOH_stripped.cif,0.59902892,0.7102891859999999,2.09918,504.595,0.49276000000000003,-3.64,-3.86,-3.91,-21.8124318,-29.94414312,-32.10187926,-32.730045399999995
ALIXOJ_stripped.cif,0.700682954,0.895439122,0.979833,1780.96,0.63848,-3.21,-4.28,-3.79,-15.78857203,-42.92769968,-35.20690495,-57.23117497
ALIXUP_stripped.cif,0.761121617,0.804925496,1.33865,1057.06,0.56334,-3.55,-3.97,-4.27,-13.37704273,-25.62225108,-32.66851822,-55.94683948
ALOLES_stripped.cif,0.625333033,0.686571925,2.14004,415.515,0.4338,-3.48,-4.59,-4.25,-18.03452883,-39.41957495,-36.17467717,-77.18121552
ALOLOD_stripped.cif,0.7017535779999999,0.8960492240000001,0.922374,1579.71,0.61778,-3.31,-3.65,-3.71,-17.22154413,-28.06705109,-27.05698216,-21.23491523
ALONOE_stripped.cif,0.582526969,0.701454,1.49996,355.395,0.40518000000000004,-3.32,-3.86,-3.58,-26.141742100000002,-32.88215606,-35.70934442,-23.77114409
ALUKIC_stripped.cif,0.8303210809999999,0.931668356,0.566916,2925.35,0.79046,-2.8,-4.22,-3.49,-11.49256253,-41.44494543,-26.2412499,-99.21076584
ALUKOI_stripped.cif,0.8298136890000001,0.931929033,0.5799350000000001,2933.33,0.7899,-2.83,-4.08,-3.21,-11.49837392,-35.16301591,-20.7884843,-79.05308775
ALUKUO_stripped.cif,0.8307663270000001,0.931934113,0.582414,2935.33,0.78998,-2.74,-4.09,-3.2,-11.5173705,-35.23189498,-21.34864035,-84.09899370000001
ALULAV_stripped.cif,0.8290740190000001,0.931019286,0.590912,2940.91,0.78928,-2.8,-3.32,-3.12,-11.56441006,-24.57089717,-17.61819965,-60.46170920000001
AMAFUQ_stripped.cif,0.764516856,0.8286244559999999,2.08874,784.691,0.44786000000000004,-3.19,-3.46,-3.45,-20.65774833,-24.50966728,-26.57935041,-12.60671462
AMAGAX_stripped.cif,0.7849558959999999,0.8410903000000001,1.45916,843.65,0.4564,-3.03,-3.33,-3.53,-19.99611093,-23.823258399999997,-25.79585565,-12.30722254
AMAPUZ_stripped.cif,0.7543666859999999,0.7998978809999999,0.513617,3329.66,0.81324,-2.56,-3.56,-3.28,-10.57988686,-28.30104353,-24.87010193,-67.53367505
AMAQAG_stripped.cif,0.731737802,0.8310913129999999,0.495066,3568.58,0.82804,-2.63,-3.45,-3.45,-8.49912459,-24.35511906,-22.16082713,-69.67663056
AMAQAG02_stripped.cif,0.728412225,0.8308875040000001,0.495065,3585.21,0.8281200000000001,-2.6,-3.49,-3.43,-8.510913139,-24.17062017,-22.05000415,-67.15077816
AMAQEK_stripped.cif,0.7297599159999999,0.762596047,0.7052039999999999,2696.15,0.7466,-2.38,-3.13,-2.86,-12.02222389,-19.87659319,-18.563941500000002,-42.12015394
AMILOY_stripped.cif,0.9633036970000001,1.0424404390000002,1.00746,1126.39,0.6028600000000001,-3.51,-4.16,-4.42,-22.92130752,-43.66240378,-40.17856567,-71.20032112
AMILUE_stripped.cif,1.044698084,1.056204082,0.982366,1120.0,0.6088399999999999,-3.36,-4.24,-4.54,-22.78551965,-45.93760095,-40.25270042,-79.65581671
AMIMAL_stripped.cif,0.9777514909999999,1.044174298,0.988926,1137.35,0.6074,-3.44,-3.97,-4.37,-22.95716109,-44.80902045,-39.70051257,-72.60794389
AMIMEP_stripped.cif,0.586095351,0.708674943,1.5105600000000001,134.407,0.38428,-3.73,-4.0,-5.07,-25.91364247,-47.02886488,-42.4413155,-80.97024802
