,Target,Method,Mean R2,SD R2,Mean MAE,SD MAE,Target SD
0,CO2 loading (mol/kg),MLR,0.7764545609193199,0.03393120928103349,0.921671509935498,0.06592606545800557,2.922100886232721
1,CH4 loading (mol/kg),MLR,0.7717871709688235,0.018723924012655695,0.2396663726589599,0.013091870718507927,0.7290192985298902
2,SC CO2 loading (mol/kg),MLR,0.88675761562099,0.017049818086252944,1.058394582450312,0.06534285102067333,4.552568098123818
3,SC CH4 loading (mol/kg),MLR,0.6216563268840138,0.034045662408476327,0.7049467115768273,0.029506912935674458,1.7620383657909595
4,TSN,MLR,0.46751996464045115,0.08505044328175593,1.5946496216605053,0.09500367647869516,3.9420203918064325
5,LOG10 TSN,MLR,0.4622681837747574,0.1354889151762985,0.14788697114070076,0.009777325415411915,0.33820489823949274
