,row_name,col_name,R2
412,P_H2S,PLD log10,0.00018832694930633973
184,PV (cc/g),K0_CO2,0.00018588155879917354
39,LCD,K0_CO2,0.0001841153808418118
408,P_H2S,Qst_CH4,0.0001809669781153052
8,PLD,K0_H2S,0.0001485512457140894
370,DC_H2S,P_H2S log10,0.00013099731056654716
217,K0_CH4,P_CO2,9.478243275405118e-05
210,K0_CH4,K0_CO2,9.216941522942476e-05
311,DC_CH4,P_CO2,9.068677532749939e-05
69,Density (g/cc),K0_CH4,8.921388634646781e-05
15,PLD,P_H2S,8.158013689114958e-05
398,P_CO2,K0_CH4 log10,7.233968429164707e-05
238,K0_CO2,DC_CH4,7.19113664080749e-05
323,DC_CH4,K0_H2O log10,7.036760933168114e-05
262,K0_H2S,DC_CH4,6.978977656421535e-05
169,VF,Qst_H2O,6.34730491437551e-05
266,K0_H2S,P_CO2,6.333411999244404e-05
236,K0_CO2,K0_H2S,6.258439400432878e-05
47,LCD,P_H2S,6.043262939446895e-05
316,DC_CH4,Qst_H2O,5.901340128403876e-05
251,K0_CO2,K0_CH4 log10,5.895990695689637e-05
391,P_CO2,Qst_CH4,5.877700729575635e-05
244,K0_CO2,Qst_CH4,4.69319417682431e-05
288,K0_H2O,P_CH4,4.258345721398785e-05
413,P_H2S,LCD log10,2.8092135535081498e-05
405,P_CO2,P_CH4 log10,2.636362500443327e-05
402,P_CO2,DC_CH4 log10,2.5357335684465882e-05
353,DC_H2S,P_H2S,1.5101081204040554e-05
265,K0_H2S,P_CH4,1.2753477880202566e-05
40,LCD,K0_H2S,9.768428204651821e-06
241,K0_CO2,P_CH4,7.001945908740864e-06
258,K0_CO2,P_CH4 log10,6.474762831817146e-06
371,P_CH4,P_CO2,4.952233460508057e-06
255,K0_CO2,DC_CH4 log10,4.168509583207317e-06
243,K0_CO2,P_H2S,2.5501403911397753e-06
390,P_CO2,P_H2S,2.4975604255943058e-06
291,K0_H2O,Qst_CH4,1.1482957874757561e-06
477,Qst_H2O,DC_CH4 log10,4.559598524108774e-07
273,K0_H2S,LCD log10,3.315380755450303e-07
