,MOF,TSN Class,Predictions,TSN,Correct,,,
467,RUGPAM_stripped.cif,LOW,LOW,5.766505821,TRUE,,,
576,DOTSOV24_stripped.cif,LOW,LOW,5.759781042,TRUE,,,
785,DOTSOV18_stripped.cif,LOW,LOW,5.757673715,TRUE,,,
343,DOTSOV09_stripped.cif,LOW,LOW,5.756004155,TRUE,,,
56,DOTSOV_stripped.cif,LOW,LOW,5.745965106,TRUE,,,
580,DUYPAQ_stripped.cif,LOW,LOW,5.745594578,TRUE,,,
302,DOTSOV12_stripped.cif,LOW,LOW,5.736208679,TRUE,,,
381,GALBUS_stripped.cif,LOW,LOW,5.73429945,TRUE,,,
666,PIDMEV01_stripped.cif,LOW,LOW,5.719815378,TRUE,,,
506,DOTSOV21_stripped.cif,LOW,LOW,5.70485217,TRUE,,,
111,CAXZUY_stripped.cif,LOW,LOW,5.701719272,TRUE,,,
35,DOTSOV14_stripped.cif,LOW,LOW,5.692198742,TRUE,,,
592,DOTSOV13_stripped.cif,LOW,LOW,5.661499894,TRUE,,,
720,DOHCUA_stripped.cif,LOW,HIGH,5.648828338,FALSE,,,
733,CUQRIR_stripped.cif,LOW,LOW,5.640480582,TRUE,,,
95,XALDAS_stripped.cif,LOW,LOW,5.6329502,TRUE,,,
250,HOXKUB_stripped.cif,LOW,LOW,5.625223148,TRUE,,,
599,IQOJAB_stripped.cif,LOW,LOW,5.617055722,TRUE,,,
719,ADATAC_stripped.cif,LOW,LOW,5.598628332,TRUE,,,
565,RUWYOZ_stripped.cif,LOW,LOW,5.58016671,TRUE,,,
48,GAZZIS_stripped.cif,LOW,LOW,5.554289217,TRUE,,,
216,IYOHOU_stripped.cif,LOW,LOW,5.549217455,TRUE,,,
344,KOJYUE_stripped.cif,LOW,LOW,5.546969266,TRUE,,,
553,JOVXOJ_stripped.cif,LOW,LOW,5.518560183,TRUE,,,
62,CUTFUT_stripped.cif,LOW,LOW,5.486885418,TRUE,,,
653,GAZZIS03_stripped.cif,LOW,LOW,5.42609732,TRUE,,,
540,PEJRAZ_stripped.cif,LOW,LOW,5.418079848,TRUE,,,
622,QIWRUJ_stripped.cif,LOW,LOW,5.378109442,TRUE,,,
278,HOWSAP_stripped.cif,LOW,LOW,5.377090431,TRUE,,,
495,TEWGEJ01_stripped.cif,LOW,LOW,5.373950245,TRUE,,,
73,MOVPOC_stripped.cif,LOW,LOW,5.350150813,TRUE,,,
617,PAKFEP_stripped.cif,LOW,LOW,5.319535863,TRUE,,,
462,YIHWAO_stripped.cif,LOW,LOW,5.301957839,TRUE,,,
42,TEWGEJ_stripped.cif,LOW,LOW,5.276672548,TRUE,,,
321,KAJZIH_stripped.cif,LOW,LOW,5.275480605,TRUE,,,
156,JOVXUP_stripped.cif,LOW,LOW,5.272889622,TRUE,,,
253,DOPHUN_stripped.cif,LOW,LOW,5.255693522,TRUE,,,
76,WEFXAI_stripped.cif,LOW,LOW,5.253175534,TRUE,,,
539,DINNIZ_stripped.cif,LOW,HIGH,5.249365086,FALSE,,,
641,GEDDAW_stripped.cif,LOW,HIGH,5.24478445,FALSE,,,
548,VAPVAM_stripped.cif,LOW,LOW,5.230253422,TRUE,,,
522,PEZCII_stripped.cif,LOW,HIGH,5.223825151,FALSE,,,
43,OGECOU_stripped.cif,LOW,LOW,5.221294444,TRUE,,,
83,PASJIE_stripped.cif,LOW,LOW,5.220271319,TRUE,,,
783,CAVRAU_stripped.cif,LOW,LOW,5.218690577,TRUE,,,
518,OLUCAZ_stripped.cif,LOW,LOW,5.192924719,TRUE,,,
432,WAMREJ_stripped.cif,LOW,LOW,5.185736863,TRUE,,,
636,TEWFUY01_stripped.cif,LOW,LOW,5.172853095,TRUE,,,
309,JOFKIA_stripped.cif,LOW,LOW,5.134402997,TRUE,,,
494,TABPUK_stripped.cif,LOW,LOW,5.13310254,TRUE,,,
371,GACYAN_stripped.cif,LOW,LOW,5.109343981,TRUE,,,
401,QOQWOK_stripped.cif,LOW,LOW,5.106707645,TRUE,,,
363,TAMZUE_stripped.cif,LOW,LOW,5.099890304,TRUE,,,
97,DIXKOL_stripped.cif,LOW,LOW,5.097131155,TRUE,,,
729,AVELOD_stripped.cif,LOW,LOW,5.079198791,TRUE,,,
44,HURFUX_stripped.cif,LOW,LOW,5.067262102,TRUE,,,
123,PUFRIT_stripped.cif,LOW,LOW,5.046308857,TRUE,,,
360,ARUZEU_stripped.cif,LOW,LOW,5.046208412,TRUE,,,
207,EZUCIM_stripped.cif,LOW,LOW,5.010906836,TRUE,,,
521,BINROH_stripped.cif,LOW,LOW,5.010157278,TRUE,,,
447,XAFXOT_stripped.cif,LOW,LOW,5.003603245,TRUE,,,
479,PATWOY_stripped.cif,LOW,LOW,4.984176094,TRUE,,,
607,BOVHEB_stripped.cif,LOW,LOW,4.971166008,TRUE,,,
531,LAVTUZ_stripped.cif,LOW,LOW,4.969956727,TRUE,,,
345,AZEBUE_stripped.cif,LOW,LOW,4.956131229,TRUE,,,
575,DODMIT_stripped.cif,LOW,LOW,4.944541848,TRUE,,,
311,CASTEY_stripped.cif,LOW,LOW,4.944184584,TRUE,,,
347,EQOXIT_stripped.cif,LOW,LOW,4.929421484,TRUE,,,
512,EQUBUO_stripped.cif,LOW,LOW,4.926578916,TRUE,,,
400,SADLIU_stripped.cif,LOW,LOW,4.921748506,TRUE,,,
54,EMITUQ01_stripped.cif,LOW,LOW,4.894738158,TRUE,,,
560,JUYROM_stripped.cif,LOW,LOW,4.883234078,TRUE,,,
493,VUNYAF_stripped.cif,LOW,LOW,4.88307069,TRUE,,,
739,TAMJEY_stripped.cif,LOW,LOW,4.877268631,TRUE,,,
658,YINSIZ_stripped.cif,LOW,LOW,4.874440071,TRUE,,,
75,XUGTIC_stripped.cif,LOW,LOW,4.847776918,TRUE,,,
409,QOPTUM_stripped.cif,LOW,LOW,4.846884974,TRUE,,,
130,OWABUK_stripped.cif,LOW,LOW,4.842252275,TRUE,,,
58,CAQPUI_stripped.cif,LOW,LOW,4.829782884,TRUE,,,
704,TAYRET_stripped.cif,LOW,LOW,4.828346444,TRUE,,,
204,ROHKAC_stripped.cif,LOW,LOW,4.80502315,TRUE,,,
718,UWAFOO_stripped.cif,LOW,LOW,4.804603937,TRUE,,,
40,XUGSOH_stripped.cif,LOW,LOW,4.798420549,TRUE,,,
685,DUNYIW_stripped.cif,LOW,LOW,4.769605358,TRUE,,,
25,TAYJEL_stripped.cif,LOW,LOW,4.758841717,TRUE,,,
65,BASJEL_stripped.cif,LOW,LOW,4.758836657,TRUE,,,
13,HAHCUR_stripped.cif,LOW,LOW,4.747792689,TRUE,,,
283,ALIXUP_stripped.cif,LOW,LOW,4.730608277,TRUE,,,
634,KASLUO_stripped.cif,LOW,LOW,4.722669206,TRUE,,,
227,PAPMAX_stripped.cif,LOW,LOW,4.711284117,TRUE,,,
452,YOTHEW_stripped.cif,LOW,LOW,4.711158661,TRUE,,,
763,VAHJEW_stripped.cif,LOW,LOW,4.71098686,TRUE,,,
426,VUSKAW_stripped.cif,LOW,LOW,4.683692856,TRUE,,,
524,SARSUC_stripped.cif,LOW,LOW,4.667194934,TRUE,,,
121,XIGXAO_stripped.cif,LOW,LOW,4.660826489,TRUE,,,
224,LEDHEJ_stripped.cif,LOW,LOW,4.615899561,TRUE,,,
281,UWAGAB03_stripped.cif,LOW,LOW,4.613011504,TRUE,,,
351,RAZGOQ_stripped.cif,LOW,LOW,4.605460582,TRUE,,,
690,AWIBAL_stripped.cif,LOW,LOW,4.600406077,TRUE,,,
264,VEJYIT01_stripped.cif,LOW,LOW,4.587147932,TRUE,,,
102,GAHSIU_stripped.cif,LOW,LOW,4.582414891,TRUE,,,
359,QAQTEJ_stripped.cif,LOW,LOW,4.576043815,TRUE,,,
23,YODRAM_stripped.cif,LOW,LOW,4.574645505,TRUE,,,
274,AZAVUU_stripped.cif,LOW,LOW,4.524853338,TRUE,,,
180,SAWRAM_stripped.cif,LOW,LOW,4.509225385,TRUE,,,
260,YEHQEK_stripped.cif,LOW,LOW,4.476749546,TRUE,,,
69,XAKQUX_stripped.cif,LOW,LOW,4.474739162,TRUE,,,
33,ACOFUU_stripped.cif,LOW,LOW,4.474685951,TRUE,,,
410,QIZLOC_stripped.cif,LOW,LOW,4.470019223,TRUE,,,
32,CABJEX_stripped.cif,LOW,LOW,4.465352617,TRUE,,,
416,BADYAJ_stripped.cif,LOW,LOW,4.463910278,TRUE,,,
538,QUVLAW_stripped.cif,LOW,LOW,4.458794108,TRUE,,,
533,TEPGUS_stripped.cif,LOW,LOW,4.447429092,TRUE,,,
64,DUHPUT01_stripped.cif,LOW,LOW,4.443225206,TRUE,,,
551,OBAHOR_stripped.cif,LOW,LOW,4.436128251,TRUE,,,
476,VAZVEA_stripped.cif,LOW,LOW,4.434348367,TRUE,,,
323,QIQTAN_stripped.cif,LOW,LOW,4.418394567,TRUE,,,
660,VUNYEJ_stripped.cif,LOW,LOW,4.406197777,TRUE,,,
157,VAMXEO01_stripped.cif,LOW,LOW,4.387448155,TRUE,,,
79,CEWDUF_stripped.cif,LOW,LOW,4.385531862,TRUE,,,
748,VEDFER_stripped.cif,LOW,LOW,4.382244255,TRUE,,,
558,SAHYOQ05_stripped.cif,LOW,LOW,4.361895722,TRUE,,,
552,EVAKOB_stripped.cif,LOW,LOW,4.35609028,TRUE,,,
509,JUWSUR_stripped.cif,LOW,LOW,4.3330454,TRUE,,,
152,EWETUW_stripped.cif,LOW,LOW,4.323875778,TRUE,,,
215,WEFXIQ_stripped.cif,LOW,LOW,4.322613032,TRUE,,,
241,MIBQAR14_stripped.cif,LOW,LOW,4.31186849,TRUE,,,
633,DECXOB_stripped.cif,LOW,LOW,4.26492101,TRUE,,,
774,MEGFIN_stripped.cif,LOW,LOW,4.249713164,TRUE,,,
319,LATFUI_stripped.cif,LOW,LOW,4.2409877,TRUE,,,
777,SAHYOQ04_stripped.cif,LOW,LOW,4.217164561,TRUE,,,
337,KANMIX_stripped.cif,LOW,LOW,4.21560349,TRUE,,,
235,MIBQAR17_stripped.cif,LOW,LOW,4.213697969,TRUE,,,
107,XAFFAN_stripped.cif,LOW,LOW,4.211510696,TRUE,,,
314,NAFSOF_stripped.cif,LOW,LOW,4.207116327,TRUE,,,
587,MIBQAR08_stripped.cif,LOW,LOW,4.204515015,TRUE,,,
761,WAGYUA_stripped.cif,LOW,LOW,4.200790865,TRUE,,,
541,IZESAJ_stripped.cif,LOW,LOW,4.189001858,TRUE,,,
683,FONPUV_stripped.cif,LOW,LOW,4.182471274,TRUE,,,
722,MUBXUD_stripped.cif,LOW,LOW,4.174936504,TRUE,,,
526,BOKXOP_stripped.cif,LOW,LOW,4.168837233,TRUE,,,
197,NUVYEK_stripped.cif,LOW,LOW,4.168195628,TRUE,,,
244,XAKQOR_stripped.cif,LOW,LOW,4.147182624,TRUE,,,
399,VAGMOH_stripped.cif,LOW,LOW,4.13856418,TRUE,,,
625,MIBQAR09_stripped.cif,LOW,LOW,4.138153235,TRUE,,,
362,AXIPEE_stripped.cif,LOW,LOW,4.132085651,TRUE,,,
775,MIBQAR_stripped.cif,LOW,LOW,4.131885856,TRUE,,,
663,CECVOX_stripped.cif,LOW,LOW,4.124426698,TRUE,,,
182,MIBQAR16_stripped.cif,LOW,LOW,4.120146055,TRUE,,,
664,MIBQAR02_stripped.cif,LOW,LOW,4.113344669,TRUE,,,
61,EBOCIK_stripped.cif,LOW,LOW,4.102335584,TRUE,,,
490,XAKZOZ_stripped.cif,LOW,LOW,4.097923319,TRUE,,,
71,FUNLAD_stripped.cif,LOW,LOW,4.092335394,TRUE,,,
671,LAYFUO_stripped.cif,LOW,LOW,4.085707916,TRUE,,,
468,JEDQOY_stripped.cif,LOW,LOW,4.076765211,TRUE,,,
484,METPEG_stripped.cif,LOW,LOW,4.048066326,TRUE,,,
288,AXIPEE02_stripped.cif,LOW,LOW,4.041230404,TRUE,,,
747,LURRIA_stripped.cif,LOW,LOW,4.033457419,TRUE,,,
11,WENDIE_stripped.cif,LOW,LOW,4.033335184,TRUE,,,
304,POHCOG01_stripped.cif,LOW,LOW,4.029100651,TRUE,,,
696,USUBUG_stripped.cif,LOW,LOW,4.027085822,TRUE,,,
195,FAHPOV_stripped.cif,LOW,LOW,4.01736431,TRUE,,,
483,XAKZEP_stripped.cif,LOW,LOW,4.013624567,TRUE,,,
159,METPIK_stripped.cif,LOW,LOW,4.009318344,TRUE,,,
753,PUGSIV_stripped.cif,LOW,LOW,4.001523603,TRUE,,,
760,UWAGAB02_stripped.cif,LOW,LOW,3.999531329,TRUE,,,
604,CABJOH_stripped.cif,LOW,LOW,3.993864912,TRUE,,,
178,GAGSAL_stripped.cif,LOW,LOW,3.99342409,TRUE,,,
340,JEDQIS_stripped.cif,LOW,LOW,3.974844081,TRUE,,,
778,SAHYOQ03_stripped.cif,LOW,LOW,3.96761041,TRUE,,,
767,XUDNUH_stripped.cif,LOW,LOW,3.964149328,TRUE,,,
703,QEHMUO_stripped.cif,LOW,LOW,3.964143627,TRUE,,,
707,GUYLOC_stripped.cif,LOW,LOW,3.963694902,TRUE,,,
581,AMILOY_stripped.cif,LOW,LOW,3.958571625,TRUE,,,
34,MIBQAR01_stripped.cif,LOW,LOW,3.951285568,TRUE,,,
655,EXEWAG_stripped.cif,LOW,LOW,3.931251231,TRUE,,,
723,YOPSUS_stripped.cif,LOW,LOW,3.922370944,TRUE,,,
456,XETGAG_stripped.cif,LOW,LOW,3.922261746,TRUE,,,
751,ZOHCEG_stripped.cif,LOW,LOW,3.920370778,TRUE,,,
473,PUGSOB_stripped.cif,LOW,LOW,3.91974295,TRUE,,,
183,AFITIT_stripped.cif,LOW,LOW,3.911186659,TRUE,,,
556,PORVUO_stripped.cif,LOW,LOW,3.909223387,TRUE,,,
119,HAFWAO_stripped.cif,LOW,LOW,3.908886595,TRUE,,,
222,WANSIO_stripped.cif,LOW,LOW,3.885613201,TRUE,,,
280,FAVGOB_stripped.cif,LOW,LOW,3.86985452,TRUE,,,
98,YATLEN_stripped.cif,LOW,LOW,3.865445735,TRUE,,,
430,EBOBIJ_stripped.cif,LOW,LOW,3.858315319,TRUE,,,
475,RAYKEJ_stripped.cif,LOW,LOW,3.847433576,TRUE,,,
458,QAGWOM_stripped.cif,LOW,LOW,3.841155114,TRUE,,,
236,FAVGUH_stripped.cif,LOW,LOW,3.832375098,TRUE,,,
27,MARXEK_stripped.cif,LOW,LOW,3.819536634,TRUE,,,
37,LODPOL_stripped.cif,LOW,LOW,3.815470122,TRUE,,,
487,BAXQAU_stripped.cif,LOW,LOW,3.808531231,TRUE,,,
336,UKUCAF_stripped.cif,LOW,LOW,3.775846608,TRUE,,,
679,PIZREX_stripped.cif,LOW,LOW,3.774143176,TRUE,,,
433,OGEBAF_stripped.cif,LOW,LOW,3.767081629,TRUE,,,
188,TENLIJ_stripped.cif,LOW,LOW,3.764058524,TRUE,,,
471,JAYDEV_stripped.cif,LOW,LOW,3.759412714,TRUE,,,
257,ULISOZ_stripped.cif,LOW,LOW,3.757965854,TRUE,,,
750,RAYKIN_stripped.cif,LOW,LOW,3.755559486,TRUE,,,
184,HEDCIE_stripped.cif,LOW,LOW,3.743581172,TRUE,,,
67,DOYWIZ_stripped.cif,LOW,LOW,3.742281282,TRUE,,,
397,WEHREH_stripped.cif,LOW,LOW,3.710006177,TRUE,,,
535,GEFZAU_stripped.cif,LOW,LOW,3.687139896,TRUE,,,
725,FIPWUY_stripped.cif,LOW,LOW,3.668308046,TRUE,,,
245,XALBIW_stripped.cif,LOW,LOW,3.660467791,TRUE,,,
153,FAVHES_stripped.cif,LOW,LOW,3.657063787,TRUE,,,
45,XALCAP_stripped.cif,LOW,LOW,3.606335347,TRUE,,,
232,EYOQAL_stripped.cif,LOW,LOW,3.599871137,TRUE,,,
90,ZEYCOX_stripped.cif,LOW,LOW,3.596635133,TRUE,,,
166,DOKDEN_stripped.cif,LOW,LOW,3.588727176,TRUE,,,
29,VEFTOR_stripped.cif,LOW,LOW,3.581091973,TRUE,,,
396,VEGPII_stripped.cif,LOW,LOW,3.568045314,TRUE,,,
307,NEBNOZ_stripped.cif,LOW,LOW,3.56632352,TRUE,,,
229,AHAYOZ_stripped.cif,LOW,LOW,3.549349983,TRUE,,,
142,OGEBAF01_stripped.cif,LOW,LOW,3.541663823,TRUE,,,
313,BUSNOU_stripped.cif,LOW,LOW,3.528938341,TRUE,,,
764,TEQTEQ_stripped.cif,LOW,LOW,3.506056422,TRUE,,,
24,RAYLOU_stripped.cif,LOW,LOW,3.470353621,TRUE,,,
239,XALDOE_stripped.cif,LOW,LOW,3.464798686,TRUE,,,
757,OQIQUB_stripped.cif,LOW,LOW,3.463412145,TRUE,,,
630,GEPDAI_stripped.cif,LOW,LOW,3.455049453,TRUE,,,
105,YUTCAT_stripped.cif,LOW,LOW,3.453387487,TRUE,,,
716,XALCET_stripped.cif,LOW,LOW,3.452122891,TRUE,,,
464,XEDPED_stripped.cif,LOW,LOW,3.446119601,TRUE,,,
515,DUHPUT_stripped.cif,LOW,LOW,3.433752107,TRUE,,,
773,VADZOQ_stripped.cif,LOW,LOW,3.431885958,TRUE,,,
78,ILIMUN_stripped.cif,LOW,LOW,3.425717926,TRUE,,,
662,CITNOK_stripped.cif,LOW,LOW,3.402638095,TRUE,,,
49,REVQAK_stripped.cif,LOW,LOW,3.401033304,TRUE,,,
136,NAHFIO_stripped.cif,LOW,LOW,3.39965824,TRUE,,,
405,ARAJOU_stripped.cif,LOW,LOW,3.390577119,TRUE,,,
588,XEXMEU_stripped.cif,LOW,LOW,3.375252317,TRUE,,,
758,LUSJEP_stripped.cif,LOW,LOW,3.365754281,TRUE,,,
771,VAGMIB_stripped.cif,LOW,LOW,3.357572331,TRUE,,,
639,RACHUA01_stripped.cif,LOW,LOW,3.339717662,TRUE,,,
536,VUHJAK_stripped.cif,LOW,LOW,3.338729378,TRUE,,,
470,IROSAL_stripped.cif,LOW,LOW,3.337342627,TRUE,,,
158,OKIRIK_stripped.cif,LOW,LOW,3.29611198,TRUE,,,
638,GUJREK01_stripped.cif,LOW,LOW,3.294776357,TRUE,,,
387,REXDIJ_stripped.cif,LOW,LOW,3.287549805,TRUE,,,
443,MOXDOT_stripped.cif,LOW,LOW,3.279752483,TRUE,,,
715,UVUPUX_stripped.cif,LOW,LOW,3.277123107,TRUE,,,
134,KALGEL_stripped.cif,LOW,LOW,3.277037381,TRUE,,,
472,QARLON_stripped.cif,LOW,LOW,3.257512511,TRUE,,,
145,DEFKUU_stripped.cif,LOW,LOW,3.256043908,TRUE,,,
374,LAGDAB_stripped.cif,LOW,LOW,3.233022525,TRUE,,,
741,AMOCAH_stripped.cif,LOW,LOW,3.223831142,TRUE,,,
238,JOHFIW_stripped.cif,LOW,LOW,3.19799676,TRUE,,,
673,ESEDAJ_stripped.cif,LOW,LOW,3.188824659,TRUE,,,
312,JOXMUG_stripped.cif,LOW,LOW,3.177686106,TRUE,,,
38,FAWSII_stripped.cif,LOW,LOW,3.164996214,TRUE,,,
661,RAYLEK_stripped.cif,LOW,LOW,3.163745712,TRUE,,,
377,FUNBOG_stripped.cif,LOW,LOW,3.15184938,TRUE,,,
395,WOBHOM_stripped.cif,LOW,LOW,3.151535953,TRUE,,,
308,PEKTOQ_stripped.cif,LOW,LOW,3.139539555,TRUE,,,
520,XEGQOS_stripped.cif,LOW,LOW,3.117074017,TRUE,,,
53,IPIHUM_stripped.cif,LOW,LOW,3.103207115,TRUE,,,
84,EQOXEN_stripped.cif,LOW,LOW,3.067109526,TRUE,,,
517,UFATEA01_stripped.cif,LOW,LOW,3.054479767,TRUE,,,
355,BEPVOJ01_stripped.cif,LOW,LOW,3.043406796,TRUE,,,
406,GOVXIA_stripped.cif,LOW,LOW,3.01118689,TRUE,,,
726,CEYPUT_stripped.cif,LOW,LOW,3.008460194,TRUE,,,
189,QEDZEG_stripped.cif,LOW,LOW,3.001781135,TRUE,,,
737,FISGOF_stripped.cif,LOW,LOW,3.001659259,TRUE,,,
191,RUBGOM_stripped.cif,LOW,LOW,2.988915505,TRUE,,,
502,QAGWIG_stripped.cif,LOW,LOW,2.968988543,TRUE,,,
271,OPAWOT_stripped.cif,LOW,LOW,2.965769457,TRUE,,,
645,ZUBKEO_stripped.cif,LOW,LOW,2.9648936,TRUE,,,
507,ADODUU_stripped.cif,LOW,LOW,2.950935951,TRUE,,,
647,ADODOO_stripped.cif,LOW,LOW,2.934679537,TRUE,,,
585,UJEQOQ_stripped.cif,LOW,LOW,2.929680557,TRUE,,,
300,AWEDOW_stripped.cif,LOW,LOW,2.897184369,TRUE,,,
126,MUMLIR_stripped.cif,LOW,LOW,2.862465092,TRUE,,,
734,AQUDIB_stripped.cif,LOW,LOW,2.844429112,TRUE,,,
233,LOJLAZ01_stripped.cif,LOW,LOW,2.838611725,TRUE,,,
482,OTIPUE_stripped.cif,LOW,LOW,2.827681614,TRUE,,,
372,WUDVEY_stripped.cif,LOW,LOW,2.793498477,TRUE,,,
640,NEGMIY_stripped.cif,LOW,LOW,2.78715904,TRUE,,,
151,LUSHIR_stripped.cif,LOW,LOW,2.767425321,TRUE,,,
173,ZETLER_stripped.cif,LOW,LOW,2.763518528,TRUE,,,
449,YUQQEI_stripped.cif,LOW,LOW,2.740947361,TRUE,,,
455,BIPKUI_stripped.cif,LOW,LOW,2.729777934,TRUE,,,
391,VACFUB01_stripped.cif,LOW,LOW,2.728953898,TRUE,,,
582,FITGAS_stripped.cif,LOW,LOW,2.725928892,TRUE,,,
631,PIHREF_stripped.cif,LOW,LOW,2.72485355,TRUE,,,
569,PIHQUU01_stripped.cif,LOW,LOW,2.717005901,TRUE,,,
732,DUGFAO_stripped.cif,LOW,LOW,2.714823762,TRUE,,,
103,KAXCUK_stripped.cif,LOW,LOW,2.704449459,TRUE,,,
110,AVAPIW_stripped.cif,LOW,LOW,2.699297578,TRUE,,,
481,SEQGUR_stripped.cif,LOW,LOW,2.6771983,TRUE,,,
168,EMECUV_stripped.cif,LOW,LOW,2.667221066,TRUE,,,
342,YARFII02_stripped.cif,LOW,LOW,2.662514104,TRUE,,,
310,TUWVEO_stripped.cif,LOW,LOW,2.653596253,TRUE,,,
346,KEDQAN_stripped.cif,LOW,LOW,2.643653212,TRUE,,,
717,WITPOG_stripped.cif,LOW,LOW,2.63777429,TRUE,,,
279,COQGAS_stripped.cif,LOW,LOW,2.629807006,TRUE,,,
10,NATKIF_stripped.cif,LOW,LOW,2.613603035,TRUE,,,
676,BASMUG_stripped.cif,LOW,LOW,2.61031928,TRUE,,,
364,JUJVER_stripped.cif,LOW,LOW,2.598694906,TRUE,,,
453,PURQOJ_stripped.cif,LOW,LOW,2.569430955,TRUE,,,
550,ILOJOJ_stripped.cif,LOW,LOW,2.567977428,TRUE,,,
769,JODGAM_stripped.cif,LOW,LOW,2.566597045,TRUE,,,
519,YOLKOB_stripped.cif,LOW,LOW,2.56234148,TRUE,,,
596,EWUTEW_stripped.cif,LOW,LOW,2.528180204,TRUE,,,
354,FUBZAF_stripped.cif,LOW,LOW,2.527194317,TRUE,,,
320,YOLKUH02_stripped.cif,LOW,LOW,2.517654278,TRUE,,,
670,YOLKUH01_stripped.cif,LOW,LOW,2.517529124,TRUE,,,
742,RIYBOS_stripped.cif,LOW,LOW,2.516568604,TRUE,,,
425,CIWRUW_stripped.cif,LOW,LOW,2.481904421,TRUE,,,
423,MEGXII_stripped.cif,LOW,LOW,2.473257329,TRUE,,,
383,BOQJOI_stripped.cif,LOW,LOW,2.467339489,TRUE,,,
731,IPUPIU_stripped.cif,LOW,LOW,2.463609496,TRUE,,,
252,UGORAL_stripped.cif,LOW,LOW,2.461938819,TRUE,,,
752,ADAXIO_stripped.cif,LOW,LOW,2.426050021,TRUE,,,
139,LUSHUD_stripped.cif,LOW,LOW,2.409886316,TRUE,,,
505,LIQJEC_stripped.cif,LOW,LOW,2.356455574,TRUE,,,
705,DAWCAH_stripped.cif,LOW,LOW,2.349266626,TRUE,,,
620,YUVSUE_stripped.cif,LOW,LOW,2.328612753,TRUE,,,
740,OPIZAP_stripped.cif,LOW,LOW,2.324747469,TRUE,,,
692,SOHNEJ_stripped.cif,LOW,LOW,2.298556542,TRUE,,,
414,RUYVIS_stripped.cif,LOW,LOW,2.285591539,TRUE,,,
530,HUTGUZ_stripped.cif,LOW,LOW,2.174334091,TRUE,,,
181,EZUBOR_stripped.cif,LOW,LOW,2.163224211,TRUE,,,
68,UVAPEN01_stripped.cif,LOW,LOW,2.154500382,TRUE,,,
19,PASGAU_stripped.cif,LOW,LOW,2.130397783,TRUE,,,
578,TAVCEB_stripped.cif,LOW,LOW,2.105366246,TRUE,,,
259,SABWOJ_stripped.cif,LOW,LOW,2.098235468,TRUE,,,
137,CICROX01_stripped.cif,LOW,LOW,2.089633501,TRUE,,,
14,HAYZEP_stripped.cif,LOW,LOW,2.060602112,TRUE,,,
276,NUWVIM_stripped.cif,LOW,LOW,2.057970609,TRUE,,,
66,JOGHIY_stripped.cif,LOW,LOW,2.050524152,TRUE,,,
746,FANWOI_stripped.cif,LOW,LOW,2.031300892,TRUE,,,
637,PEYSIW_stripped.cif,LOW,LOW,2.015861486,TRUE,,,
650,RONSIY_stripped.cif,LOW,LOW,1.98496079,TRUE,,,
492,ILOWAI_stripped.cif,LOW,LOW,1.958407325,TRUE,,,
115,BEPLUF_stripped.cif,LOW,LOW,1.949817637,TRUE,,,
94,WOPSAX02_stripped.cif,LOW,LOW,1.944598711,TRUE,,,
12,WOPSOL01_stripped.cif,LOW,LOW,1.911840733,TRUE,,,
480,HUTZAX01_stripped.cif,LOW,LOW,1.898919885,TRUE,,,
77,QOKCID_stripped.cif,LOW,LOW,1.857707616,TRUE,,,
93,BEPMAM_stripped.cif,LOW,LOW,1.848061766,TRUE,,,
557,REGXOS_stripped.cif,LOW,LOW,1.827986314,TRUE,,,
451,WOFTIV_stripped.cif,LOW,LOW,1.813736221,TRUE,,,
325,WEMPAF_stripped.cif,LOW,LOW,1.806760188,TRUE,,,
335,DAWBIO_stripped.cif,LOW,LOW,1.790254687,TRUE,,,
514,IYOCIK_stripped.cif,LOW,LOW,1.784433638,TRUE,,,
88,KIPKIF_stripped.cif,LOW,LOW,1.760302255,TRUE,,,
293,BEYSEF_stripped.cif,LOW,LOW,1.74171318,TRUE,,,
203,PEKTIK_stripped.cif,LOW,LOW,1.735322901,TRUE,,,
735,CAYDOX01_stripped.cif,LOW,LOW,1.726520053,TRUE,,,
461,CAYDOX_stripped.cif,LOW,LOW,1.71366539,TRUE,,,
724,DAWBOU_stripped.cif,LOW,LOW,1.706113221,TRUE,,,
611,ACAJOF_stripped.cif,LOW,LOW,1.700861869,TRUE,,,
113,BUVYEX_stripped.cif,LOW,LOW,1.684842542,TRUE,,,
457,CUPWIV_stripped.cif,LOW,LOW,1.677975736,TRUE,,,
108,WOFSUG_stripped.cif,LOW,LOW,1.676454545,TRUE,,,
298,WOFSEQ_stripped.cif,LOW,LOW,1.672833115,TRUE,,,
327,KABTIS_stripped.cif,LOW,LOW,1.665238815,TRUE,,,
651,UMIZIB_stripped.cif,LOW,LOW,1.662213801,TRUE,,,
122,LIDZOP_stripped.cif,LOW,LOW,1.656114485,TRUE,,,
187,KOJCUI_stripped.cif,LOW,LOW,1.64773803,TRUE,,,
614,CUPWOB_stripped.cif,LOW,LOW,1.634867347,TRUE,,,
316,WOLMEQ_stripped.cif,LOW,LOW,1.63115704,TRUE,,,
51,UQONOF_stripped.cif,LOW,LOW,1.596333209,TRUE,,,
749,GASROK_stripped.cif,LOW,LOW,1.555330977,TRUE,,,
1,RICZUA_stripped.cif,LOW,LOW,1.549421813,TRUE,,,
