,Class,Precision Mean,Precision SD,Recall Mean,Recall SD,F1 Score Mean,F1 Score SD,Support Mean,Support SD,Accuracy Mean,Accuracy SD,Briers Mean,Briers SD
0,HIGH,0.8815235392076005,0.032861116091704994,0.899262723770524,0.014921434768767911,0.889915269535058,0.017851948725051168,126.3,5.1,0.8823933757603462,0.016962028131611993,0.08183710166602064,0.009828522714660679
1,LOW,0.8840112908453668,0.012847382806249944,0.8640960655781683,0.034601385141102024,0.8734529930477934,0.016448284240641264,111.8,4.894895300208167,0.8823933757603462,0.016962028131611993,0.08183710166602064,0.009828522714660679
