Thresholds,False Positive Rate,True Positive Rate
1.9999975285731906,0.0,0.0
0.9999975285731906,0.0,0.000791765637371338
0.9849121370134163,0.0,0.3586698337292161
0.9847819908746211,0.0008944543828264759,0.3586698337292161
0.9847008390019099,0.0008944543828264759,0.3602533650039588
0.9845780750808049,0.0017889087656529517,0.3602533650039588
0.9831044264926512,0.0017889087656529517,0.36896278701504354
0.9829932827755923,0.0035778175313059034,0.36896278701504354
0.965690398889671,0.0035778175313059034,0.4615993665874901
0.9654039791712108,0.004472271914132379,0.4615993665874901
0.9603098653460276,0.004472271914132379,0.47980997624703087
0.9602275359829803,0.005366726296958855,0.47980997624703087
0.956500075553145,0.005366726296958855,0.49564528899445764
0.9564267585825285,0.006261180679785331,0.49564528899445764
0.9530327877138497,0.006261180679785331,0.5091053048297703
0.9529954115301656,0.007155635062611807,0.5091053048297703
0.9521236717343047,0.007155635062611807,0.5130641330166271
0.9520226152606611,0.008050089445438283,0.5130641330166271
0.9441876856414723,0.008050089445438283,0.5360253365003959
0.9440742489281981,0.008944543828264758,0.5360253365003959
0.9384761591206301,0.008944543828264758,0.557403008709422
0.938445305797367,0.009838998211091235,0.557403008709422
0.9376322899445406,0.009838998211091235,0.56215360253365
0.9372788131652111,0.01073345259391771,0.56215360253365
0.9354993605059211,0.01073345259391771,0.5653206650831354
0.9339096772623549,0.011627906976744186,0.5653206650831354
0.9295773508469802,0.011627906976744186,0.5795724465558195
0.929323699060589,0.013416815742397137,0.5795724465558195
0.9278005029653728,0.013416815742397137,0.5859065716547902
0.9274458730215088,0.014311270125223614,0.5859065716547902
0.9269148863124298,0.014311270125223614,0.5874901029295329
0.9262508791104446,0.01520572450805009,0.5874901029295329
0.9080231251665447,0.01520572450805009,0.6247030878859857
0.9077676934053627,0.016100178890876567,0.6247030878859857
0.9043650612524857,0.016100178890876567,0.6365795724465558
0.9029287520135797,0.01699463327370304,0.6365795724465558
0.8984526057443624,0.01699463327370304,0.6437054631828979
0.8984099948184313,0.017889087656529516,0.6437054631828979
0.8950921453527838,0.017889087656529516,0.6500395882818686
0.8932598482042532,0.018783542039355994,0.6500395882818686
0.8893992327220077,0.018783542039355994,0.6595407759303247
0.88923508599772,0.01967799642218247,0.6595407759303247
0.8858918900768055,0.01967799642218247,0.6706254948535234
0.8856689777487528,0.020572450805008944,0.6706254948535234
0.8853301411832274,0.020572450805008944,0.6730007917656373
0.8839722716060574,0.02146690518783542,0.6730007917656373
0.8802856786602018,0.02146690518783542,0.6817102137767221
0.8796294002952149,0.022361359570661897,0.6817102137767221
