Thresholds,False Positive Rate,True Positive Rate
2.0,0.0,0.0
1.0,0.0,0.06096595407759303
0.998,0.0,0.11084718923198733
0.996,0.0,0.1456848772763262
0.994,0.0,0.1828978622327791
0.992,0.0,0.2161520190023753
0.99,0.0,0.23594615993665874
0.988,0.0,0.24861441013460014
0.986,0.0,0.2684085510688836
0.984,0.0,0.2850356294536817
0.982,0.0,0.30641330166270786
0.98,0.0,0.3143309580364212
0.978,0.0,0.3182897862232779
0.976,0.0,0.33174980205859067
0.974,0.0008944543828264759,0.34837688044338877
0.972,0.0008944543828264759,0.35629453681710216
0.97,0.0008944543828264759,0.3681710213776722
0.968,0.0008944543828264759,0.38163103721298497
0.966,0.0008944543828264759,0.38954869358669836
0.964,0.0008944543828264759,0.3927157561361837
0.962,0.0008944543828264759,0.40300870942201106
0.96,0.0008944543828264759,0.4069675376088678
0.958,0.0008944543828264759,0.4180522565320665
0.956,0.0017889087656529517,0.4251781472684085
0.954,0.0017889087656529517,0.4346793349168646
0.952,0.0017889087656529517,0.43705463182897863
0.946,0.0017889087656529517,0.45368171021377673
0.944,0.0017889087656529517,0.4600158353127474
0.936,0.0017889087656529517,0.4916864608076009
0.934,0.0017889087656529517,0.5003958828186856
0.932,0.0017889087656529517,0.5067300079176563
0.93,0.0017889087656529517,0.5091053048297703
0.928,0.0017889087656529517,0.5130641330166271
0.926,0.0017889087656529517,0.5186064924782264
0.924,0.0017889087656529517,0.5225653206650831
0.922,0.0017889087656529517,0.5312747426761678
0.92,0.0017889087656529517,0.5368171021377672
0.918,0.0026833631484794273,0.5439429928741093
0.916,0.0026833631484794273,0.5486935866983373
0.914,0.0026833631484794273,0.5510688836104513
0.912,0.0026833631484794273,0.552652414885194
0.91,0.0026833631484794273,0.5558194774346793
0.908,0.0026833631484794273,0.564528899445764
0.904,0.0026833631484794273,0.569279493269992
0.9,0.0026833631484794273,0.5771971496437055
0.898,0.0026833631484794273,0.5819477434679335
0.896,0.0026833631484794273,0.5859065716547902
0.892,0.0026833631484794273,0.5922406967537609
0.89,0.0026833631484794273,0.6001583531274742
0.888,0.0035778175313059034,0.604117181314331
0.886,0.0035778175313059034,0.6072842438638163
0.884,0.0035778175313059034,0.6120348376880443
0.882,0.005366726296958855,0.6167854315122724
0.88,0.005366726296958855,0.620744259699129
0.878,0.006261180679785331,0.6270783847980997
0.874,0.006261180679785331,0.6318289786223278
0.872,0.007155635062611807,0.6357878068091845
0.87,0.008050089445438283,0.6357878068091845
0.868,0.008050089445438283,0.6381631037212985
0.866,0.008050089445438283,0.6429136975455265
0.864,0.008944543828264758,0.6484560570071259
0.858,0.008944543828264758,0.6532066508313539
0.856,0.008944543828264758,0.6587490102929533
0.854,0.009838998211091235,0.66270783847981
0.852,0.009838998211091235,0.6666666666666666
0.85,0.01073345259391771,0.6690419635787807
0.848,0.011627906976744186,0.672209026128266
0.846,0.011627906976744186,0.6745843230403801
0.844,0.012522361359570662,0.6777513855898654
0.842,0.012522361359570662,0.6832937450514648
0.84,0.012522361359570662,0.6848772763262074
0.836,0.012522361359570662,0.6912114014251781
0.834,0.014311270125223614,0.6943784639746635
0.83,0.014311270125223614,0.7022961203483769
0.828,0.01520572450805009,0.7046714172604909
0.826,0.016100178890876567,0.7054631828978623
0.824,0.016100178890876567,0.7078384798099763
0.814,0.016100178890876567,0.7205067300079177
0.812,0.017889087656529516,0.723673792557403
0.81,0.018783542039355994,0.7244655581947743
0.808,0.018783542039355994,0.7276326207442597
0.804,0.018783542039355994,0.7323832145684878
0.802,0.018783542039355994,0.733174980205859
0.8,0.020572450805008944,0.733174980205859
0.798,0.020572450805008944,0.7379255740300871
0.796,0.020572450805008944,0.7395091053048297
0.794,0.02146690518783542,0.7418844022169437
0.792,0.02146690518783542,0.7450514647664291
0.79,0.023255813953488372,0.7458432304038005
0.788,0.023255813953488372,0.7482185273159145
0.786,0.025044722719141325,0.7490102929532858
0.784,0.0259391771019678,0.7505938242280285
0.782,0.026833631484794274,0.7553444180522565
0.78,0.027728085867620753,0.7569279493269992
0.778,0.027728085867620753,0.7577197149643705
0.774,0.028622540250447227,0.7616785431512272
0.772,0.028622540250447227,0.765637371338084
0.77,0.028622540250447227,0.7664291369754552
0.768,0.028622540250447227,0.768012668250198
