,Class,Precision Mean,Precision SD,Recall Mean,Recall SD,F1 Score Mean,F1 Score SD,Support Mean,Support SD,Accuracy Mean,Accuracy SD,Briers Mean,Briers SD
0,HIGH,0.8815117733767692,0.03565553647340775,0.8950571969690422,0.02001320829546097,0.88799707667894,0.025152448906966263,126.3,8.379140767405689,0.8811416616855947,0.024361873750050955,0.08247936650622027,0.013079449012641884
1,LOW,0.8796141893819716,0.022402226929532268,0.8658684733276754,0.03553913495851013,0.872410992654791,0.025324690800240468,111.8,8.24378553820998,0.8811416616855947,0.024361873750050955,0.08247936650622027,0.013079449012641884
